sample_id,head,family,rank,pos,token,attn
codecontests_java_124,L24H6,tool,1,106,<tool_call>,0.38860759139060974
codecontests_java_124,L24H6,tool,2,0,<|im_start|>,0.315187007188797
codecontests_java_124,L24H6,tool,3,111,<tool_call>,0.08811034262180328
codecontests_java_124,L24H6,tool,4,131,<|im_start|>,0.045714881271123886
codecontests_java_124,L24H6,tool,5,38,"{""",0.024093149229884148
codecontests_java_124,L16H4,no_tool,1,232,\n,0.2954374849796295
codecontests_java_124,L16H4,no_tool,2,0,<|im_start|>,0.10373035818338394
codecontests_java_124,L16H4,no_tool,3,229,\n,0.05262060835957527
codecontests_java_124,L16H4,no_tool,4,215, input,0.04480147361755371
codecontests_java_124,L16H4,no_tool,5,150,:\n,0.04159652814269066
codecontests_java_124,L23H6,no_tool,1,236,\n\n,0.5167779922485352
codecontests_java_124,L23H6,no_tool,2,0,<|im_start|>,0.35756176710128784
codecontests_java_124,L23H6,no_tool,3,234,\n\n,0.0455668680369854
codecontests_java_124,L23H6,no_tool,4,227,}\n,0.00591023825109005
codecontests_java_124,L23H6,no_tool,5,235,</think>,0.00580547796562314
humaneval_python_124,L20H5,tool,1,142,.py,0.20666421949863434
humaneval_python_124,L20H5,tool,2,29,></,0.12752848863601685
humaneval_python_124,L20H5,tool,3,227,</think>,0.09364806860685349
humaneval_python_124,L20H5,tool,4,139, body,0.05751300975680351
humaneval_python_124,L20H5,tool,5,150,string,0.04670720547437668
humaneval_python_124,L21H1,tool,1,0,<|im_start|>,0.6205916404724121
humaneval_python_124,L21H1,tool,2,112,\n,0.06784635782241821
humaneval_python_124,L21H1,tool,3,153,def,0.04686354845762253
humaneval_python_124,L21H1,tool,4,228,\n\n,0.014454598538577557
humaneval_python_124,L21H1,tool,5,27, <,0.013957400806248188
humaneval_python_124,L21H12,tool,1,112,\n,0.29054322838783264
humaneval_python_124,L21H12,tool,2,0,<|im_start|>,0.062177300453186035
humaneval_python_124,L21H12,tool,3,38,"{""",0.038991689682006836
humaneval_python_124,L21H12,tool,4,152,:\n,0.03463533893227577
humaneval_python_124,L21H12,tool,5,226,\n\n,0.03358711302280426
humaneval_python_124,L24H6,tool,1,106,<tool_call>,0.5617586970329285
humaneval_python_124,L24H6,tool,2,0,<|im_start|>,0.18410919606685638
humaneval_python_124,L24H6,tool,3,111,<tool_call>,0.13098423182964325
humaneval_python_124,L24H6,tool,4,131,<|im_start|>,0.029240915551781654
humaneval_python_124,L24H6,tool,5,38,"{""",0.012107886373996735
humaneval_python_124,L16H4,no_tool,1,0,<|im_start|>,0.1770811676979065
humaneval_python_124,L16H4,no_tool,2,224,\n,0.1286383867263794
humaneval_python_124,L16H4,no_tool,3,219,\n,0.09406064450740814
humaneval_python_124,L16H4,no_tool,4,221,\n,0.07058865576982498
humaneval_python_124,L16H4,no_tool,5,216," """"""\n",0.05199914425611496
humaneval_python_124,L23H6,no_tool,1,228,\n\n,0.5183605551719666
humaneval_python_124,L23H6,no_tool,2,0,<|im_start|>,0.3649028539657593
humaneval_python_124,L23H6,no_tool,3,226,\n\n,0.025706572458148003
humaneval_python_124,L23H6,no_tool,4,217,   ,0.012966153211891651
humaneval_python_124,L23H6,no_tool,5,227,</think>,0.009444769471883774
apps_python_125,L20H5,tool,1,142,.py,0.20274357497692108
apps_python_125,L20H5,tool,2,29,></,0.11367776989936829
apps_python_125,L20H5,tool,3,139, body,0.07078076153993607
apps_python_125,L20H5,tool,4,27, <,0.059531453996896744
apps_python_125,L20H5,tool,5,150,string,0.055128999054431915
apps_python_125,L21H1,tool,1,0,<|im_start|>,0.6684638857841492
apps_python_125,L21H1,tool,2,112,\n,0.0716630294919014
apps_python_125,L21H1,tool,3,153,def,0.029803959652781487
apps_python_125,L21H1,tool,4,113,"{""",0.018281783908605576
apps_python_125,L21H1,tool,5,217,\n\n,0.012669569812715054
apps_python_125,L21H12,tool,1,112,\n,0.2929626405239105
apps_python_125,L21H12,tool,2,0,<|im_start|>,0.07038643956184387
apps_python_125,L21H12,tool,3,5,\n\n,0.04621310532093048
apps_python_125,L21H12,tool,4,38,"{""",0.037072308361530304
apps_python_125,L21H12,tool,5,89,>\n\n,0.03496594727039337
apps_python_125,L24H6,tool,1,106,<tool_call>,0.540297269821167
apps_python_125,L24H6,tool,2,0,<|im_start|>,0.21402119100093842
apps_python_125,L24H6,tool,3,111,<tool_call>,0.11871177703142166
apps_python_125,L24H6,tool,4,131,<|im_start|>,0.026732129976153374
apps_python_125,L24H6,tool,5,107,</tool_call>,0.009604697115719318
apps_python_125,L16H4,no_tool,1,0,<|im_start|>,0.19534429907798767
apps_python_125,L16H4,no_tool,2,213,\n,0.19434811174869537
apps_python_125,L16H4,no_tool,3,208,\n,0.1090082898736
apps_python_125,L16H4,no_tool,4,210,\n,0.05047382786870003
apps_python_125,L16H4,no_tool,5,147, definition,0.047217026352882385
apps_python_125,L23H6,no_tool,1,217,\n\n,0.556562602519989
apps_python_125,L23H6,no_tool,2,0,<|im_start|>,0.3395424783229828
apps_python_125,L23H6,no_tool,3,215,\n\n,0.02557498589158058
apps_python_125,L23H6,no_tool,4,216,</think>,0.007169321179389954
apps_python_125,L23H6,no_tool,5,207, pass,0.006890244781970978
codecontests_cpp_125,L20H5,tool,1,138, body,0.15669338405132294
codecontests_cpp_125,L20H5,tool,2,141,.cpp,0.12712298333644867
codecontests_cpp_125,L20H5,tool,3,29,></,0.11376629024744034
codecontests_cpp_125,L20H5,tool,4,227,}\n,0.05403731018304825
codecontests_cpp_125,L20H5,tool,5,0,<|im_start|>,0.04126551374793053
codecontests_cpp_125,L21H1,tool,1,0,<|im_start|>,0.5909397602081299
codecontests_cpp_125,L21H1,tool,2,112,\n,0.04749337211251259
codecontests_cpp_125,L21H1,tool,3,207,::,0.027791736647486687
codecontests_cpp_125,L21H1,tool,4,210,(const,0.015981094911694527
codecontests_cpp_125,L21H1,tool,5,38,"{""",0.014694196172058582
codecontests_cpp_125,L21H12,tool,1,112,\n,0.2093622088432312
codecontests_cpp_125,L21H12,tool,2,0,<|im_start|>,0.05968797206878662
codecontests_cpp_125,L21H12,tool,3,38,"{""",0.050360631197690964
codecontests_cpp_125,L21H12,tool,4,5,\n\n,0.03990599140524864
codecontests_cpp_125,L21H12,tool,5,234,\n\n,0.03894902020692825
codecontests_cpp_125,L24H6,tool,1,106,<tool_call>,0.4611508548259735
codecontests_cpp_125,L24H6,tool,2,0,<|im_start|>,0.21877117455005646
codecontests_cpp_125,L24H6,tool,3,111,<tool_call>,0.11516541242599487
codecontests_cpp_125,L24H6,tool,4,131,<|im_start|>,0.04279568791389465
codecontests_cpp_125,L24H6,tool,5,38,"{""",0.02313024364411831
codecontests_cpp_125,L16H4,no_tool,1,232,\n,0.3707582950592041
codecontests_cpp_125,L16H4,no_tool,2,0,<|im_start|>,0.09532336890697479
codecontests_cpp_125,L16H4,no_tool,3,229,\n,0.06341976672410965
codecontests_cpp_125,L16H4,no_tool,4,227,}\n,0.039140891283750534
codecontests_cpp_125,L16H4,no_tool,5,223,\n,0.03890014439821243
codecontests_cpp_125,L23H6,no_tool,1,236,\n\n,0.4869445860385895
codecontests_cpp_125,L23H6,no_tool,2,0,<|im_start|>,0.35415568947792053
codecontests_cpp_125,L23H6,no_tool,3,234,\n\n,0.04141362011432648
codecontests_cpp_125,L23H6,no_tool,4,227,}\n,0.014148782938718796
codecontests_cpp_125,L23H6,no_tool,5,235,</think>,0.011288076639175415
codecontests_java_125,L20H5,tool,1,29,></,0.11528930813074112
codecontests_java_125,L20H5,tool,2,229,</think>,0.098839171230793
codecontests_java_125,L20H5,tool,3,137, body,0.08413472026586533
codecontests_java_125,L20H5,tool,4,0,<|im_start|>,0.0761033147573471
codecontests_java_125,L20H5,tool,5,140,.java,0.06726779788732529
codecontests_java_125,L21H1,tool,1,0,<|im_start|>,0.4925086200237274
codecontests_java_125,L21H1,tool,2,205,static,0.1322203129529953
codecontests_java_125,L21H1,tool,3,112,\n,0.024770380929112434
codecontests_java_125,L21H1,tool,4,140,.java,0.019976124167442322
codecontests_java_125,L21H1,tool,5,206, String,0.017489226534962654
codecontests_java_125,L21H12,tool,1,112,\n,0.11683972179889679
codecontests_java_125,L21H12,tool,2,0,<|im_start|>,0.08766259998083115
codecontests_java_125,L21H12,tool,3,5,\n\n,0.06202003359794617
codecontests_java_125,L21H12,tool,4,38,"{""",0.04343605041503906
codecontests_java_125,L21H12,tool,5,28,tools,0.037456825375556946
codecontests_java_125,L24H6,tool,1,0,<|im_start|>,0.3952598571777344
codecontests_java_125,L24H6,tool,2,106,<tool_call>,0.2560778260231018
codecontests_java_125,L24H6,tool,3,111,<tool_call>,0.07717552781105042
codecontests_java_125,L24H6,tool,4,131,<|im_start|>,0.04578852280974388
codecontests_java_125,L24H6,tool,5,38,"{""",0.02455604262650013
codecontests_java_125,L16H4,no_tool,1,226,\n,0.2910137176513672
codecontests_java_125,L16H4,no_tool,2,209, input,0.09919228404760361
codecontests_java_125,L16H4,no_tool,3,0,<|im_start|>,0.09050650149583817
codecontests_java_125,L16H4,no_tool,4,223,\n,0.06526739150285721
codecontests_java_125,L16H4,no_tool,5,210,),0.030374450609087944
codecontests_java_125,L23H6,no_tool,1,230,\n\n,0.5372437238693237
codecontests_java_125,L23H6,no_tool,2,0,<|im_start|>,0.31755322217941284
codecontests_java_125,L23H6,no_tool,3,228,\n\n,0.05069172754883766
codecontests_java_125,L23H6,no_tool,4,221,}\n,0.008714256808161736
codecontests_java_125,L23H6,no_tool,5,110,:\n,0.008345716632902622
humaneval_python_125,L20H5,tool,1,29,></,0.1825305074453354
humaneval_python_125,L20H5,tool,2,142,.py,0.11472631990909576
humaneval_python_125,L20H5,tool,3,218,</think>,0.09403645992279053
humaneval_python_125,L20H5,tool,4,27, <,0.0678393617272377
humaneval_python_125,L20H5,tool,5,139, body,0.04802678897976875
humaneval_python_125,L21H1,tool,1,0,<|im_start|>,0.618381917476654
humaneval_python_125,L21H1,tool,2,112,\n,0.09900491684675217
humaneval_python_125,L21H1,tool,3,153,def,0.033592589199543
humaneval_python_125,L21H1,tool,4,113,"{""",0.02107534185051918
humaneval_python_125,L21H1,tool,5,106,<tool_call>,0.01576146110892296
humaneval_python_125,L21H12,tool,1,112,\n,0.3243148922920227
humaneval_python_125,L21H12,tool,2,0,<|im_start|>,0.05944066494703293
humaneval_python_125,L21H12,tool,3,38,"{""",0.04108026996254921
humaneval_python_125,L21H12,tool,4,5,\n\n,0.03625639155507088
humaneval_python_125,L21H12,tool,5,89,>\n\n,0.03623102232813835
humaneval_python_125,L24H6,tool,1,106,<tool_call>,0.5769036412239075
humaneval_python_125,L24H6,tool,2,0,<|im_start|>,0.18013527989387512
humaneval_python_125,L24H6,tool,3,111,<tool_call>,0.13748674094676971
humaneval_python_125,L24H6,tool,4,131,<|im_start|>,0.02394142374396324
humaneval_python_125,L24H6,tool,5,107,</tool_call>,0.009663785807788372
humaneval_python_125,L16H4,no_tool,1,0,<|im_start|>,0.21556656062602997
humaneval_python_125,L16H4,no_tool,2,215,\n,0.16163261234760284
humaneval_python_125,L16H4,no_tool,3,212,\n,0.07391848415136337
humaneval_python_125,L16H4,no_tool,4,210,\n,0.052783675491809845
humaneval_python_125,L16H4,no_tool,5,147, definition,0.03548434004187584
humaneval_python_125,L23H6,no_tool,1,219,\n\n,0.474301815032959
humaneval_python_125,L23H6,no_tool,2,0,<|im_start|>,0.416900634765625
humaneval_python_125,L23H6,no_tool,3,217,\n\n,0.03656010329723358
humaneval_python_125,L23H6,no_tool,4,218,</think>,0.0103848185390234
humaneval_python_125,L23H6,no_tool,5,209, pass,0.0061408719047904015
apps_python_126,L20H5,tool,1,141,.py,0.22315722703933716
apps_python_126,L20H5,tool,2,138, body,0.09641275554895401
apps_python_126,L20H5,tool,3,29,></,0.09563081711530685
apps_python_126,L20H5,tool,4,149,string,0.056013964116573334
apps_python_126,L20H5,tool,5,227,</think>,0.05402522534132004
apps_python_126,L21H1,tool,1,0,<|im_start|>,0.6869627833366394
apps_python_126,L21H1,tool,2,112,\n,0.05181850492954254
apps_python_126,L21H1,tool,3,152,def,0.02391202189028263
apps_python_126,L21H1,tool,4,228,\n\n,0.01719256117939949
apps_python_126,L21H1,tool,5,27, <,0.013684744015336037
apps_python_126,L21H12,tool,1,112,\n,0.2340470552444458
apps_python_126,L21H12,tool,2,0,<|im_start|>,0.06941515952348709
apps_python_126,L21H12,tool,3,226,\n\n,0.04372376576066017
apps_python_126,L21H12,tool,4,30,tools,0.04192052781581879
apps_python_126,L21H12,tool,5,37,>\n,0.03998928889632225
apps_python_126,L24H6,tool,1,106,<tool_call>,0.4533548653125763
apps_python_126,L24H6,tool,2,0,<|im_start|>,0.26889169216156006
apps_python_126,L24H6,tool,3,111,<tool_call>,0.11615234613418579
apps_python_126,L24H6,tool,4,131,<|im_start|>,0.0314776785671711
apps_python_126,L24H6,tool,5,38,"{""",0.013338126242160797
apps_python_126,L16H4,no_tool,1,224,\n,0.24773238599300385
apps_python_126,L16H4,no_tool,2,0,<|im_start|>,0.1316876858472824
apps_python_126,L16H4,no_tool,3,221,\n,0.09854152053594589
apps_python_126,L16H4,no_tool,4,219,\n,0.06022147834300995
apps_python_126,L16H4,no_tool,5,146, definition,0.0394437350332737
apps_python_126,L23H6,no_tool,1,228,\n\n,0.5038518309593201
apps_python_126,L23H6,no_tool,2,0,<|im_start|>,0.38020259141921997
apps_python_126,L23H6,no_tool,3,226,\n\n,0.031082361936569214
apps_python_126,L23H6,no_tool,4,227,</think>,0.009184170514345169
apps_python_126,L23H6,no_tool,5,219,\n,0.006615627557039261
codecontests_cpp_126,L20H5,tool,1,143,.cpp,0.1284450888633728
codecontests_cpp_126,L20H5,tool,2,29,></,0.11945938318967819
codecontests_cpp_126,L20H5,tool,3,140, body,0.09310633689165115
codecontests_cpp_126,L20H5,tool,4,230,</think>,0.05172179639339447
codecontests_cpp_126,L20H5,tool,5,0,<|im_start|>,0.049468688666820526
codecontests_cpp_126,L21H1,tool,1,0,<|im_start|>,0.6104806065559387
codecontests_cpp_126,L21H1,tool,2,112,\n,0.05624421313405037
codecontests_cpp_126,L21H1,tool,3,202,::,0.027906276285648346
codecontests_cpp_126,L21H1,tool,4,205,(const,0.01977579854428768
codecontests_cpp_126,L21H1,tool,5,154,/*\n,0.017723411321640015
codecontests_cpp_126,L21H12,tool,1,112,\n,0.15537573397159576
codecontests_cpp_126,L21H12,tool,2,0,<|im_start|>,0.07128281891345978
codecontests_cpp_126,L21H12,tool,3,28,tools,0.05148037150502205
codecontests_cpp_126,L21H12,tool,4,5,\n\n,0.05022839829325676
codecontests_cpp_126,L21H12,tool,5,229,\n\n,0.04748101904988289
codecontests_cpp_126,L24H6,tool,1,106,<tool_call>,0.4675147533416748
codecontests_cpp_126,L24H6,tool,2,0,<|im_start|>,0.1827656626701355
codecontests_cpp_126,L24H6,tool,3,111,<tool_call>,0.11955080926418304
codecontests_cpp_126,L24H6,tool,4,131,<|im_start|>,0.037521809339523315
codecontests_cpp_126,L24H6,tool,5,38,"{""",0.032560862600803375
codecontests_cpp_126,L16H4,no_tool,1,227,\n,0.22191007435321808
codecontests_cpp_126,L16H4,no_tool,2,210, input,0.16600240767002106
codecontests_cpp_126,L16H4,no_tool,3,0,<|im_start|>,0.11379394680261612
codecontests_cpp_126,L16H4,no_tool,4,224,\n,0.04637035354971886
codecontests_cpp_126,L16H4,no_tool,5,148, definition,0.031470295041799545
codecontests_cpp_126,L23H6,no_tool,1,231,\n\n,0.5086938738822937
codecontests_cpp_126,L23H6,no_tool,2,0,<|im_start|>,0.35436975955963135
codecontests_cpp_126,L23H6,no_tool,3,229,\n\n,0.020954156294465065
codecontests_cpp_126,L23H6,no_tool,4,230,</think>,0.012009525671601295
codecontests_cpp_126,L23H6,no_tool,5,222,}\n,0.011949775740504265
codecontests_java_126,L20H5,tool,1,138, body,0.1668974906206131
codecontests_java_126,L20H5,tool,2,29,></,0.10775279998779297
codecontests_java_126,L20H5,tool,3,223,</think>,0.09870616346597672
codecontests_java_126,L20H5,tool,4,141,.java,0.0686456486582756
codecontests_java_126,L20H5,tool,5,149,string,0.056401465088129044
codecontests_java_126,L21H1,tool,1,0,<|im_start|>,0.42597508430480957
codecontests_java_126,L21H1,tool,2,199,static,0.1836669147014618
codecontests_java_126,L21H1,tool,3,112,\n,0.040830377489328384
codecontests_java_126,L21H1,tool,4,200, String,0.027335675433278084
codecontests_java_126,L21H1,tool,5,152,/*\n,0.026488179340958595
codecontests_java_126,L21H12,tool,1,112,\n,0.1630605310201645
codecontests_java_126,L21H12,tool,2,0,<|im_start|>,0.07434067130088806
codecontests_java_126,L21H12,tool,3,5,\n\n,0.06464313715696335
codecontests_java_126,L21H12,tool,4,222,\n\n,0.05635908991098404
codecontests_java_126,L21H12,tool,5,38,"{""",0.04584116488695145
codecontests_java_126,L24H6,tool,1,0,<|im_start|>,0.4039451479911804
codecontests_java_126,L24H6,tool,2,106,<tool_call>,0.30375024676322937
codecontests_java_126,L24H6,tool,3,111,<tool_call>,0.0811145156621933
codecontests_java_126,L24H6,tool,4,131,<|im_start|>,0.0335526242852211
codecontests_java_126,L24H6,tool,5,38,"{""",0.026747070252895355
codecontests_java_126,L16H4,no_tool,1,220,\n,0.28339242935180664
codecontests_java_126,L16H4,no_tool,2,203, input,0.22471292316913605
codecontests_java_126,L16H4,no_tool,3,0,<|im_start|>,0.09486094862222672
codecontests_java_126,L16H4,no_tool,4,211,\n,0.04013414308428764
codecontests_java_126,L16H4,no_tool,5,222,\n\n,0.028987446799874306
codecontests_java_126,L23H6,no_tool,1,0,<|im_start|>,0.3819471597671509
codecontests_java_126,L23H6,no_tool,2,224,\n\n,0.37801721692085266
codecontests_java_126,L23H6,no_tool,3,222,\n\n,0.05024760961532593
codecontests_java_126,L23H6,no_tool,4,215,}\n,0.016527701169252396
codecontests_java_126,L23H6,no_tool,5,198,*/\n,0.01572044938802719
apps_python_127,L20H5,tool,1,29,></,0.20476557314395905
apps_python_127,L20H5,tool,2,142,.py,0.15782877802848816
apps_python_127,L20H5,tool,3,27, <,0.08183068782091141
apps_python_127,L20H5,tool,4,139, body,0.07757347077131271
apps_python_127,L20H5,tool,5,216,</think>,0.06738697737455368
apps_python_127,L21H1,tool,1,0,<|im_start|>,0.6068377494812012
apps_python_127,L21H1,tool,2,112,\n,0.06656286865472794
apps_python_127,L21H1,tool,3,153,def,0.03843874856829643
apps_python_127,L21H1,tool,4,217,\n\n,0.022183867171406746
apps_python_127,L21H1,tool,5,106,<tool_call>,0.01526251994073391
apps_python_127,L21H12,tool,1,112,\n,0.18950285017490387
apps_python_127,L21H12,tool,2,0,<|im_start|>,0.08991976827383041
apps_python_127,L21H12,tool,3,152,:\n,0.04575410485267639
apps_python_127,L21H12,tool,4,38,"{""",0.042912375181913376
apps_python_127,L21H12,tool,5,89,>\n\n,0.03387410566210747
apps_python_127,L24H6,tool,1,106,<tool_call>,0.5341272354125977
apps_python_127,L24H6,tool,2,0,<|im_start|>,0.180820032954216
apps_python_127,L24H6,tool,3,111,<tool_call>,0.14481407403945923
apps_python_127,L24H6,tool,4,131,<|im_start|>,0.036938730627298355
apps_python_127,L24H6,tool,5,1,system,0.014107192866504192
apps_python_127,L16H4,no_tool,1,213,\n,0.2433747500181198
apps_python_127,L16H4,no_tool,2,0,<|im_start|>,0.15750709176063538
apps_python_127,L16H4,no_tool,3,208,\n,0.12860234081745148
apps_python_127,L16H4,no_tool,4,210,\n,0.049425769597291946
apps_python_127,L16H4,no_tool,5,147, definition,0.04334219917654991
apps_python_127,L23H6,no_tool,1,217,\n\n,0.5036335587501526
apps_python_127,L23H6,no_tool,2,0,<|im_start|>,0.3850754499435425
apps_python_127,L23H6,no_tool,3,215,\n\n,0.029059352353215218
apps_python_127,L23H6,no_tool,4,216,</think>,0.010368766263127327
apps_python_127,L23H6,no_tool,5,207, pass,0.004815485794097185
codecontests_cpp_127,L20H5,tool,1,29,></,0.14116746187210083
codecontests_cpp_127,L20H5,tool,2,137, body,0.1117132306098938
codecontests_cpp_127,L20H5,tool,3,140,.cpp,0.09581025689840317
codecontests_cpp_127,L20H5,tool,4,238,</think>,0.06009746715426445
codecontests_cpp_127,L20H5,tool,5,0,<|im_start|>,0.05574452131986618
codecontests_cpp_127,L21H1,tool,1,0,<|im_start|>,0.552410900592804
codecontests_cpp_127,L21H1,tool,2,112,\n,0.08073711395263672
codecontests_cpp_127,L21H1,tool,3,210,::,0.02478722482919693
codecontests_cpp_127,L21H1,tool,4,213,(const,0.023340601474046707
codecontests_cpp_127,L21H1,tool,5,38,"{""",0.018597928807139397
codecontests_cpp_127,L21H12,tool,1,112,\n,0.23136474192142487
codecontests_cpp_127,L21H12,tool,2,0,<|im_start|>,0.057702839374542236
codecontests_cpp_127,L21H12,tool,3,38,"{""",0.047772593796253204
codecontests_cpp_127,L21H12,tool,4,28,tools,0.045767754316329956
codecontests_cpp_127,L21H12,tool,5,5,\n\n,0.04156045243144035
codecontests_cpp_127,L24H6,tool,1,106,<tool_call>,0.5944966077804565
codecontests_cpp_127,L24H6,tool,2,111,<tool_call>,0.13131166994571686
codecontests_cpp_127,L24H6,tool,3,0,<|im_start|>,0.13112671673297882
codecontests_cpp_127,L24H6,tool,4,131,<|im_start|>,0.029315803200006485
codecontests_cpp_127,L24H6,tool,5,38,"{""",0.01822279579937458
codecontests_cpp_127,L16H4,no_tool,1,235,\n,0.24134278297424316
codecontests_cpp_127,L16H4,no_tool,2,0,<|im_start|>,0.12510231137275696
codecontests_cpp_127,L16H4,no_tool,3,232,\n,0.08155582845211029
codecontests_cpp_127,L16H4,no_tool,4,219,),0.0384659506380558
codecontests_cpp_127,L16H4,no_tool,5,230,}\n,0.035909608006477356
codecontests_cpp_127,L23H6,no_tool,1,239,\n\n,0.44951778650283813
codecontests_cpp_127,L23H6,no_tool,2,0,<|im_start|>,0.429942786693573
codecontests_cpp_127,L23H6,no_tool,3,237,\n\n,0.01844615675508976
codecontests_cpp_127,L23H6,no_tool,4,230,}\n,0.010834272019565105
codecontests_cpp_127,L23H6,no_tool,5,238,</think>,0.009234709665179253
codecontests_java_127,L20H5,tool,1,29,></,0.11337857693433762
codecontests_java_127,L20H5,tool,2,142,.java,0.11276726424694061
codecontests_java_127,L20H5,tool,3,139, body,0.09556961804628372
codecontests_java_127,L20H5,tool,4,235,</think>,0.08670971542596817
codecontests_java_127,L20H5,tool,5,227,}\n,0.06009810417890549
codecontests_java_127,L21H1,tool,1,0,<|im_start|>,0.41898873448371887
codecontests_java_127,L21H1,tool,2,211,static,0.20082606375217438
codecontests_java_127,L21H1,tool,3,112,\n,0.037209078669548035
codecontests_java_127,L21H1,tool,4,212, String,0.020639285445213318
codecontests_java_127,L21H1,tool,5,153,/*\n,0.019933607429265976
codecontests_java_127,L21H12,tool,1,112,\n,0.20452557504177094
codecontests_java_127,L21H12,tool,2,0,<|im_start|>,0.07506085932254791
codecontests_java_127,L21H12,tool,3,5,\n\n,0.06470441073179245
codecontests_java_127,L21H12,tool,4,28,tools,0.04329882189631462
codecontests_java_127,L21H12,tool,5,38,"{""",0.04148497432470322
codecontests_java_127,L24H6,tool,1,106,<tool_call>,0.4522894024848938
codecontests_java_127,L24H6,tool,2,0,<|im_start|>,0.24034269154071808
codecontests_java_127,L24H6,tool,3,111,<tool_call>,0.10446368157863617
codecontests_java_127,L24H6,tool,4,131,<|im_start|>,0.05474458634853363
codecontests_java_127,L24H6,tool,5,1,system,0.017904743552207947
codecontests_java_127,L16H4,no_tool,1,232,\n,0.2492205798625946
codecontests_java_127,L16H4,no_tool,2,0,<|im_start|>,0.12334948033094406
codecontests_java_127,L16H4,no_tool,3,215, input,0.06544335186481476
codecontests_java_127,L16H4,no_tool,4,229,\n,0.06034877896308899
codecontests_java_127,L16H4,no_tool,5,223,\n,0.05406710505485535
codecontests_java_127,L23H6,no_tool,1,236,\n\n,0.4379119575023651
codecontests_java_127,L23H6,no_tool,2,0,<|im_start|>,0.41733360290527344
codecontests_java_127,L23H6,no_tool,3,234,\n\n,0.03565208613872528
codecontests_java_127,L23H6,no_tool,4,235,</think>,0.012162133120000362
codecontests_java_127,L23H6,no_tool,5,227,}\n,0.007343169767409563
apps_python_128,L20H5,tool,1,29,></,0.13666175305843353
apps_python_128,L20H5,tool,2,142,.py,0.12991894781589508
apps_python_128,L20H5,tool,3,227,</think>,0.06459829211235046
apps_python_128,L20H5,tool,4,150,string,0.05928714945912361
apps_python_128,L20H5,tool,5,139, body,0.050156861543655396
apps_python_128,L21H1,tool,1,0,<|im_start|>,0.6745963096618652
apps_python_128,L21H1,tool,2,112,\n,0.06678096204996109
apps_python_128,L21H1,tool,3,153,def,0.024252982810139656
apps_python_128,L21H1,tool,4,228,\n\n,0.016518808901309967
apps_python_128,L21H1,tool,5,27, <,0.013968151994049549
apps_python_128,L21H12,tool,1,112,\n,0.2536855638027191
apps_python_128,L21H12,tool,2,0,<|im_start|>,0.09483425319194794
apps_python_128,L21H12,tool,3,5,\n\n,0.05023656412959099
apps_python_128,L21H12,tool,4,38,"{""",0.043266914784908295
apps_python_128,L21H12,tool,5,89,>\n\n,0.03820517286658287
apps_python_128,L24H6,tool,1,106,<tool_call>,0.536929726600647
apps_python_128,L24H6,tool,2,0,<|im_start|>,0.1836036890745163
apps_python_128,L24H6,tool,3,111,<tool_call>,0.12931296229362488
apps_python_128,L24H6,tool,4,131,<|im_start|>,0.03239073604345322
apps_python_128,L24H6,tool,5,107,</tool_call>,0.014277927577495575
apps_python_128,L16H4,no_tool,1,0,<|im_start|>,0.21056203544139862
apps_python_128,L16H4,no_tool,2,224,\n,0.14831316471099854
apps_python_128,L16H4,no_tool,3,219,\n,0.08262503147125244
apps_python_128,L16H4,no_tool,4,221,\n,0.06958229094743729
apps_python_128,L16H4,no_tool,5,216," """"""\n",0.043222736567258835
apps_python_128,L23H6,no_tool,1,228,\n\n,0.5066442489624023
apps_python_128,L23H6,no_tool,2,0,<|im_start|>,0.37128588557243347
apps_python_128,L23H6,no_tool,3,226,\n\n,0.030986836180090904
apps_python_128,L23H6,no_tool,4,227,</think>,0.01444950606673956
apps_python_128,L23H6,no_tool,5,218, pass,0.00864777434617281
apps_python_129,L20H5,tool,1,29,></,0.16984543204307556
apps_python_129,L20H5,tool,2,142,.py,0.1277683526277542
apps_python_129,L20H5,tool,3,219,</think>,0.07314030081033707
apps_python_129,L20H5,tool,4,139, body,0.05248545482754707
apps_python_129,L20H5,tool,5,27, <,0.04948052018880844
apps_python_129,L21H1,tool,1,0,<|im_start|>,0.5595059394836426
apps_python_129,L21H1,tool,2,112,\n,0.10128401219844818
apps_python_129,L21H1,tool,3,153,def,0.03835515305399895
apps_python_129,L21H1,tool,4,220,\n\n,0.02082827314734459
apps_python_129,L21H1,tool,5,27, <,0.019955404102802277
apps_python_129,L21H12,tool,1,112,\n,0.2033431977033615
apps_python_129,L21H12,tool,2,0,<|im_start|>,0.09359966218471527
apps_python_129,L21H12,tool,3,5,\n\n,0.05161837488412857
apps_python_129,L21H12,tool,4,89,>\n\n,0.04398775473237038
apps_python_129,L21H12,tool,5,29,></,0.04103098064661026
apps_python_129,L24H6,tool,1,106,<tool_call>,0.5412075519561768
apps_python_129,L24H6,tool,2,0,<|im_start|>,0.21183383464813232
apps_python_129,L24H6,tool,3,111,<tool_call>,0.1236826628446579
apps_python_129,L24H6,tool,4,131,<|im_start|>,0.023356487974524498
apps_python_129,L24H6,tool,5,1,system,0.01028955914080143
apps_python_129,L16H4,no_tool,1,216,\n,0.18941189348697662
apps_python_129,L16H4,no_tool,2,0,<|im_start|>,0.16800259053707123
apps_python_129,L16H4,no_tool,3,147, definition,0.06428412348031998
