sample_id,variant,rank,pos,token,attn
codecontests_java_123,base,3,18, query,0.05312350392341614
codecontests_java_123,base,4,231,assistant,0.045644938945770264
codecontests_java_123,base,5,150, below,0.030820384621620178
apps_python_124,clean,1,18, query,0.07270847260951996
apps_python_124,clean,2,135, the,0.05524246767163277
apps_python_124,clean,3,149, below,0.049851659685373306
apps_python_124,clean,4,213,\n\n,0.040791478008031845
apps_python_124,clean,5,208,assistant,0.035844966769218445
apps_python_124,base,1,135, the,0.08595973253250122
apps_python_124,base,2,18, query,0.07273855060338974
apps_python_124,base,3,213,\n\n,0.04041223227977753
apps_python_124,base,4,149, below,0.04001159965991974
apps_python_124,base,5,134,Implement,0.035520970821380615
codecontests_cpp_124,clean,1,135, the,0.056429870426654816
codecontests_cpp_124,clean,2,236,assistant,0.051531415432691574
codecontests_cpp_124,clean,3,241,\n\n,0.05064432695508003
codecontests_cpp_124,clean,4,18, query,0.050301700830459595
codecontests_cpp_124,clean,5,149, below,0.04137776046991348
codecontests_cpp_124,base,1,18, query,0.05707415193319321
codecontests_cpp_124,base,2,236,assistant,0.0544319748878479
codecontests_cpp_124,base,3,241,\n\n,0.05437236279249191
codecontests_cpp_124,base,4,149, below,0.03335960954427719
codecontests_cpp_124,base,5,38,"{""",0.025273900479078293
codecontests_java_124,clean,1,18, query,0.061248768121004105
codecontests_java_124,clean,2,236,\n\n,0.05796600133180618
codecontests_java_124,clean,3,231,assistant,0.055157262831926346
codecontests_java_124,clean,4,38,"{""",0.0323496051132679
codecontests_java_124,clean,5,149, below,0.0302285123616457
codecontests_java_124,base,1,135, the,0.06764551997184753
codecontests_java_124,base,2,18, query,0.0567648708820343
codecontests_java_124,base,3,231,assistant,0.05238863825798035
codecontests_java_124,base,4,236,\n\n,0.05214210972189903
codecontests_java_124,base,5,149, below,0.032463159412145615
humaneval_python_124,clean,1,18, query,0.09226368367671967
humaneval_python_124,clean,2,228,\n\n,0.049529802054166794
humaneval_python_124,clean,3,223,assistant,0.040293335914611816
humaneval_python_124,clean,4,38,"{""",0.0337393693625927
humaneval_python_124,clean,5,17, user,0.029032235965132713
humaneval_python_124,base,1,18, query,0.09066437929868698
humaneval_python_124,base,2,228,\n\n,0.048970017582178116
humaneval_python_124,base,3,223,assistant,0.037834227085113525
humaneval_python_124,base,4,38,"{""",0.0327625647187233
humaneval_python_124,base,5,137, the,0.030231129378080368
apps_python_125,clean,1,18, query,0.08502406626939774
apps_python_125,clean,2,217,\n\n,0.05224224552512169
apps_python_125,clean,3,212,assistant,0.04565370827913284
apps_python_125,clean,4,151, below,0.03415115922689438
apps_python_125,clean,5,38,"{""",0.033956509083509445
apps_python_125,base,1,18, query,0.07910478115081787
apps_python_125,base,2,217,\n\n,0.05164671689271927
apps_python_125,base,3,212,assistant,0.04333292692899704
apps_python_125,base,4,137, the,0.04309422895312309
apps_python_125,base,5,136, implement,0.03844813257455826
codecontests_cpp_125,clean,1,136, the,0.053362324833869934
codecontests_cpp_125,clean,2,18, query,0.051892224699258804
codecontests_cpp_125,clean,3,236,\n\n,0.051710035651922226
codecontests_cpp_125,clean,4,231,assistant,0.049674876034259796
codecontests_cpp_125,clean,5,134,Write,0.03490963578224182
codecontests_cpp_125,base,1,18, query,0.05744868144392967
codecontests_cpp_125,base,2,236,\n\n,0.053193505853414536
codecontests_cpp_125,base,3,231,assistant,0.052912041544914246
codecontests_cpp_125,base,4,136, the,0.03613947704434395
codecontests_cpp_125,base,5,38,"{""",0.030517911538481712
codecontests_java_125,clean,1,18, query,0.06727061420679092
codecontests_java_125,clean,2,230,\n\n,0.05955670401453972
codecontests_java_125,clean,3,225,assistant,0.05292775481939316
codecontests_java_125,clean,4,149, below,0.04167953133583069
codecontests_java_125,clean,5,14, assist,0.027274277061223984
codecontests_java_125,base,1,135, the,0.126152902841568
codecontests_java_125,base,2,18, query,0.057048313319683075
codecontests_java_125,base,3,230,\n\n,0.04896363243460655
codecontests_java_125,base,4,225,assistant,0.04679622873663902
codecontests_java_125,base,5,149, below,0.03866816684603691
humaneval_python_125,clean,1,18, query,0.06554931402206421
humaneval_python_125,clean,2,219,\n\n,0.05129307880997658
humaneval_python_125,clean,3,214,assistant,0.04555012658238411
humaneval_python_125,clean,4,137, the,0.035771530121564865
humaneval_python_125,clean,5,8, call,0.03216393664479256
humaneval_python_125,base,1,18, query,0.06134411320090294
humaneval_python_125,base,2,219,\n\n,0.050179459154605865
humaneval_python_125,base,3,137, the,0.04802267625927925
humaneval_python_125,base,4,214,assistant,0.041483838111162186
humaneval_python_125,base,5,136, implement,0.037682220339775085
apps_python_126,clean,1,18, query,0.07737105339765549
apps_python_126,clean,2,136, the,0.055139098316431046
apps_python_126,clean,3,228,\n\n,0.04751782491803169
apps_python_126,clean,4,223,assistant,0.04200059175491333
apps_python_126,clean,5,150, below,0.035363659262657166
apps_python_126,base,1,18, query,0.08475297689437866
apps_python_126,base,2,228,\n\n,0.04968145117163658
apps_python_126,base,3,223,assistant,0.04437548294663429
apps_python_126,base,4,136, the,0.03725053742527962
apps_python_126,base,5,150, below,0.036496639251708984
codecontests_cpp_126,clean,1,231,\n\n,0.05766836181282997
codecontests_cpp_126,clean,2,18, query,0.056101296097040176
codecontests_cpp_126,clean,3,226,assistant,0.05041690543293953
codecontests_cpp_126,clean,4,152, below,0.030786331743001938
codecontests_cpp_126,clean,5,14, assist,0.027140630409121513
codecontests_cpp_126,base,1,231,\n\n,0.058772917836904526
codecontests_cpp_126,base,2,18, query,0.05519820377230644
codecontests_cpp_126,base,3,226,assistant,0.05051720514893532
codecontests_cpp_126,base,4,152, below,0.03334933891892433
codecontests_cpp_126,base,5,14, assist,0.027036508545279503
codecontests_java_126,clean,1,224,\n\n,0.06456173211336136
codecontests_java_126,clean,2,18, query,0.0531236007809639
codecontests_java_126,clean,3,219,assistant,0.053056005388498306
codecontests_java_126,clean,4,150, below,0.028519216924905777
codecontests_java_126,clean,5,38,"{""",0.02564065344631672
codecontests_java_126,base,1,136, the,0.0947718694806099
codecontests_java_126,base,2,224,\n\n,0.052198003977537155
codecontests_java_126,base,3,18, query,0.04752408340573311
codecontests_java_126,base,4,219,assistant,0.04509950429201126
codecontests_java_126,base,5,135,ise,0.03366142883896828
apps_python_127,clean,1,18, query,0.08519335836172104
apps_python_127,clean,2,217,\n\n,0.050903622061014175
apps_python_127,clean,3,212,assistant,0.047557927668094635
apps_python_127,clean,4,8, call,0.030662810429930687
apps_python_127,clean,5,151, below,0.03043721802532673
apps_python_127,base,1,18, query,0.08423981815576553
apps_python_127,base,2,217,\n\n,0.051313139498233795
apps_python_127,base,3,212,assistant,0.04490841552615166
apps_python_127,base,4,137, the,0.036072589457035065
apps_python_127,base,5,151, below,0.03139137849211693
codecontests_cpp_127,clean,1,135, the,0.06606874614953995
codecontests_cpp_127,clean,2,239,\n\n,0.05512994900345802
codecontests_cpp_127,clean,3,18, query,0.04933124780654907
codecontests_cpp_127,clean,4,234,assistant,0.04792281612753868
codecontests_cpp_127,clean,5,149, below,0.03539898991584778
codecontests_cpp_127,base,1,135, the,0.11492239683866501
codecontests_cpp_127,base,2,239,\n\n,0.049925561994314194
codecontests_cpp_127,base,3,18, query,0.04491880163550377
codecontests_cpp_127,base,4,234,assistant,0.04491867125034332
codecontests_cpp_127,base,5,149, below,0.033872105181217194
codecontests_java_127,clean,1,18, query,0.06253480166196823
codecontests_java_127,clean,2,236,\n\n,0.05609454587101936
codecontests_java_127,clean,3,231,assistant,0.05094016343355179
codecontests_java_127,clean,4,38,"{""",0.03354625403881073
codecontests_java_127,clean,5,137, the,0.03288445621728897
codecontests_java_127,base,1,18, query,0.06519266217947006
codecontests_java_127,base,2,236,\n\n,0.0573510006070137
codecontests_java_127,base,3,231,assistant,0.0520370788872242
codecontests_java_127,base,4,38,"{""",0.035849928855895996
codecontests_java_127,base,5,151, below,0.028532681986689568
apps_python_128,clean,1,18, query,0.08969344198703766
apps_python_128,clean,2,223,assistant,0.05154145509004593
apps_python_128,clean,3,228,\n\n,0.048674438148736954
apps_python_128,clean,4,38,"{""",0.035276398062705994
apps_python_128,clean,5,137, the,0.029558006674051285
apps_python_128,base,1,18, query,0.08537939935922623
apps_python_128,base,2,223,assistant,0.04815979301929474
apps_python_128,base,3,228,\n\n,0.0480346642434597
apps_python_128,base,4,137, the,0.042035914957523346
apps_python_128,base,5,136, implement,0.03787744790315628
apps_python_129,clean,1,18, query,0.06464989483356476
apps_python_129,clean,2,220,\n\n,0.0555785670876503
apps_python_129,clean,3,215,assistant,0.047476865351200104
apps_python_129,clean,4,38,"{""",0.03334052115678787
apps_python_129,clean,5,24, function,0.029887748882174492
apps_python_129,base,1,18, query,0.06077636033296585
apps_python_129,base,2,220,\n\n,0.05440398305654526
apps_python_129,base,3,215,assistant,0.044407617300748825
apps_python_129,base,4,137, the,0.04417148977518082
apps_python_129,base,5,136, implement,0.0366676039993763
codecontests_java_129,clean,1,135, the,0.11852210760116577
codecontests_java_129,clean,2,18, query,0.047961074858903885
codecontests_java_129,clean,3,231,\n\n,0.04639343544840813
codecontests_java_129,clean,4,226,assistant,0.03710547462105751
codecontests_java_129,clean,5,149, below,0.03556451573967934
codecontests_java_129,base,1,135, the,0.1584511399269104
codecontests_java_129,base,2,18, query,0.04701407626271248
codecontests_java_129,base,3,231,\n\n,0.04290919005870819
codecontests_java_129,base,4,226,assistant,0.03583501651883125
codecontests_java_129,base,5,149, below,0.03266892582178116
apps_python_130,clean,1,18, query,0.08192748576402664
apps_python_130,clean,2,245,\n\n,0.047474365681409836
apps_python_130,clean,3,38,"{""",0.03934839740395546
apps_python_130,clean,4,240,assistant,0.03731723502278328
apps_python_130,clean,5,8, call,0.03372618928551674
apps_python_130,base,1,18, query,0.07998272776603699
apps_python_130,base,2,245,\n\n,0.04702632874250412
apps_python_130,base,3,38,"{""",0.039131056517362595
apps_python_130,base,4,240,assistant,0.03663000836968422
apps_python_130,base,5,8, call,0.03308485075831413
codecontests_cpp_130,clean,1,238,\n\n,0.05131812021136284
codecontests_cpp_130,clean,2,233,assistant,0.04776701331138611
codecontests_cpp_130,clean,3,18, query,0.04525408148765564
codecontests_cpp_130,clean,4,135, the,0.03874256834387779
codecontests_cpp_130,clean,5,149, below,0.029368683695793152
codecontests_cpp_130,base,1,135, the,0.1945967972278595
codecontests_cpp_130,base,2,238,\n\n,0.04195355623960495
codecontests_cpp_130,base,3,233,assistant,0.03947637975215912
codecontests_cpp_130,base,4,18, query,0.03680978715419769
codecontests_cpp_130,base,5,134,Craft,0.025306887924671173
codecontests_java_130,clean,1,18, query,0.06148547679185867
codecontests_java_130,clean,2,234,\n\n,0.05357133224606514
codecontests_java_130,clean,3,229,assistant,0.046192873269319534
codecontests_java_130,clean,4,38,"{""",0.03050016425549984
codecontests_java_130,clean,5,168, the,0.029113009572029114
codecontests_java_130,base,1,136, the,0.07878928631544113
codecontests_java_130,base,2,18, query,0.054280757904052734
codecontests_java_130,base,3,234,\n\n,0.049655161798000336
codecontests_java_130,base,4,229,assistant,0.04119298979640007
codecontests_java_130,base,5,150, below,0.03462958708405495
humaneval_python_130,clean,1,18, query,0.06029178202152252
humaneval_python_130,clean,2,271,\n\n,0.046643584966659546
humaneval_python_130,clean,3,151, below,0.03969310596585274
humaneval_python_130,clean,4,137, the,0.03730602562427521
humaneval_python_130,clean,5,266,assistant,0.03564866632223129
humaneval_python_130,base,1,18, query,0.05934133008122444
humaneval_python_130,base,2,271,\n\n,0.04592864587903023
humaneval_python_130,base,3,137, the,0.041000064462423325
humaneval_python_130,base,4,151, below,0.03940774127840996
humaneval_python_130,base,5,266,assistant,0.03464091569185257
mbpp_python_130,clean,1,18, query,0.09685079008340836
mbpp_python_130,clean,2,215,\n\n,0.044180046766996384
mbpp_python_130,clean,3,210,assistant,0.04012920334935188
mbpp_python_130,clean,4,151, below,0.033683087676763535
mbpp_python_130,clean,5,38,"{""",0.03250807896256447
mbpp_python_130,base,1,18, query,0.10085702687501907
mbpp_python_130,base,2,215,\n\n,0.04404012858867645
mbpp_python_130,base,3,210,assistant,0.038651201874017715
mbpp_python_130,base,4,38,"{""",0.03454618155956268
mbpp_python_130,base,5,151, below,0.03407387062907219
apps_python_131,clean,1,18, query,0.07445703446865082
apps_python_131,clean,2,207,\n\n,0.05246220901608467
apps_python_131,clean,3,136, the,0.04964395985007286
apps_python_131,clean,4,202,assistant,0.0464487187564373
apps_python_131,clean,5,38,"{""",0.030110729858279228
apps_python_131,base,1,18, query,0.08136451989412308
apps_python_131,base,2,207,\n\n,0.05407102778553963
apps_python_131,base,3,202,assistant,0.04828565567731857
apps_python_131,base,4,136, the,0.03318597376346588
apps_python_131,base,5,38,"{""",0.03267340734601021
codecontests_cpp_131,clean,1,236,\n\n,0.052121471613645554
codecontests_cpp_131,clean,2,18, query,0.051128070801496506
codecontests_cpp_131,clean,3,136, the,0.050708040595054626
codecontests_cpp_131,clean,4,231,assistant,0.04359692707657814
codecontests_cpp_131,clean,5,134,Write,0.03401530534029007
codecontests_cpp_131,base,1,18, query,0.056263163685798645
codecontests_cpp_131,base,2,236,\n\n,0.05354459211230278
codecontests_cpp_131,base,3,231,assistant,0.04690461605787277
codecontests_cpp_131,base,4,136, the,0.03388914838433266
codecontests_cpp_131,base,5,38,"{""",0.029157768934965134
codecontests_java_131,clean,1,18, query,0.0617561899125576
codecontests_java_131,clean,2,231,\n\n,0.060094203799963
codecontests_java_131,clean,3,226,assistant,0.04722289741039276
codecontests_java_131,clean,4,150, below,0.033843569457530975
codecontests_java_131,clean,5,14, assist,0.027165858075022697
codecontests_java_131,base,1,136, the,0.08247068524360657
codecontests_java_131,base,2,231,\n\n,0.054626256227493286
codecontests_java_131,base,3,18, query,0.05394759029150009
codecontests_java_131,base,4,226,assistant,0.04237879440188408
codecontests_java_131,base,5,150, below,0.04017692804336548
humaneval_python_131,clean,1,18, query,0.07252800464630127
humaneval_python_131,clean,2,243,\n\n,0.04882846400141716
humaneval_python_131,clean,3,238,assistant,0.04734661802649498
humaneval_python_131,clean,4,8, call,0.042327649891376495
humaneval_python_131,clean,5,38,"{""",0.03468339145183563
humaneval_python_131,base,1,135, the,0.12235354632139206
humaneval_python_131,base,2,18, query,0.06521285325288773
humaneval_python_131,base,3,243,\n\n,0.04326380044221878
humaneval_python_131,base,4,238,assistant,0.04294218868017197
humaneval_python_131,base,5,8, call,0.036305177956819534
apps_python_132,clean,1,18, query,0.06877192854881287
apps_python_132,clean,2,136, the,0.05633905902504921
apps_python_132,clean,3,211,\n\n,0.05128941684961319
apps_python_132,clean,4,206,assistant,0.04389487951993942
apps_python_132,clean,5,38,"{""",0.03636479005217552
apps_python_132,base,1,18, query,0.07356572896242142
apps_python_132,base,2,211,\n\n,0.05352495238184929
apps_python_132,base,3,206,assistant,0.04760153964161873
apps_python_132,base,4,136, the,0.03906414657831192
apps_python_132,base,5,38,"{""",0.038644857704639435
codecontests_cpp_132,clean,1,135, the,0.06768212467432022
codecontests_cpp_132,clean,2,18, query,0.05239414423704147
codecontests_cpp_132,clean,3,249,assistant,0.04658503457903862
codecontests_cpp_132,clean,4,254,\n\n,0.045871369540691376
codecontests_cpp_132,clean,5,149, below,0.03664521872997284
codecontests_cpp_132,base,1,135, the,0.10205357521772385
codecontests_cpp_132,base,2,18, query,0.05085178092122078
codecontests_cpp_132,base,3,254,\n\n,0.04752073436975479
codecontests_cpp_132,base,4,249,assistant,0.04528716579079628
codecontests_cpp_132,base,5,134,Implement,0.042022932320833206
codecontests_java_132,clean,1,18, query,0.058913834393024445
codecontests_java_132,clean,2,249,\n\n,0.05806371942162514
codecontests_java_132,clean,3,244,assistant,0.05068398267030716
codecontests_java_132,clean,4,149, below,0.03694797679781914
codecontests_java_132,clean,5,38,"{""",0.036293111741542816
codecontests_java_132,base,1,135, the,0.12637905776500702
codecontests_java_132,base,2,18, query,0.05147406458854675
codecontests_java_132,base,3,249,\n\n,0.04881090298295021
codecontests_java_132,base,4,244,assistant,0.04257212579250336
codecontests_java_132,base,5,149, below,0.03419123962521553
apps_python_133,clean,1,18, query,0.07931852340698242
apps_python_133,clean,2,136, the,0.05562010034918785
apps_python_133,clean,3,228,\n\n,0.04890001565217972
apps_python_133,clean,4,223,assistant,0.040598053485155106
apps_python_133,clean,5,150, below,0.033316392451524734
apps_python_133,base,1,18, query,0.08749516308307648
apps_python_133,base,2,228,\n\n,0.0495968833565712
apps_python_133,base,3,223,assistant,0.04233933985233307
apps_python_133,base,4,136, the,0.03809145838022232
apps_python_133,base,5,150, below,0.03484379127621651
codecontests_java_133,clean,1,18, query,0.06877221167087555
codecontests_java_133,clean,2,228,\n\n,0.05602259561419487
codecontests_java_133,clean,3,223,assistant,0.05055951327085495
codecontests_java_133,clean,4,149, below,0.046032194048166275
codecontests_java_133,clean,5,135, the,0.02718886360526085
codecontests_java_133,base,1,135, the,0.1774778515100479
codecontests_java_133,base,2,18, query,0.05476044863462448
codecontests_java_133,base,3,228,\n\n,0.045814283192157745
codecontests_java_133,base,4,223,assistant,0.03982027620077133
codecontests_java_133,base,5,149, below,0.03831208124756813
mbpp_python_133,clean,1,18, query,0.08183933049440384
mbpp_python_133,clean,2,231,\n\n,0.05048036947846413
mbpp_python_133,clean,3,226,assistant,0.03778114542365074
mbpp_python_133,clean,4,151, below,0.03471536934375763
mbpp_python_133,clean,5,38,"{""",0.03024485521018505
mbpp_python_133,base,1,18, query,0.07827094942331314
mbpp_python_133,base,2,231,\n\n,0.04841717705130577
mbpp_python_133,base,3,137, the,0.042608536779880524
mbpp_python_133,base,4,226,assistant,0.03416000306606293
mbpp_python_133,base,5,151, below,0.031213844195008278
apps_python_134,clean,1,18, query,0.06516462564468384
apps_python_134,clean,2,219,\n\n,0.05215980112552643
apps_python_134,clean,3,214,assistant,0.050729453563690186
apps_python_134,clean,4,8, call,0.0308520644903183
apps_python_134,clean,5,38,"{""",0.030518796294927597
apps_python_134,base,1,18, query,0.06516658514738083
apps_python_134,base,2,219,\n\n,0.05357196927070618
apps_python_134,base,3,214,assistant,0.04876391962170601
apps_python_134,base,4,38,"{""",0.030623173341155052
apps_python_134,base,5,8, call,0.03043929859995842
codecontests_cpp_134,clean,1,297,\n\n,0.04958224296569824
codecontests_cpp_134,clean,2,292,assistant,0.048664242029190063
codecontests_cpp_134,clean,3,18, query,0.048032887279987335
codecontests_cpp_134,clean,4,137, add,0.03277517482638359
codecontests_cpp_134,clean,5,38,"{""",0.025700565427541733
codecontests_cpp_134,base,1,297,\n\n,0.04933510720729828
codecontests_cpp_134,base,2,18, query,0.04696960747241974
codecontests_cpp_134,base,3,292,assistant,0.04683367535471916
codecontests_cpp_134,base,4,152, below,0.02802349254488945
codecontests_cpp_134,base,5,38,"{""",0.026890316978096962
codecontests_java_134,clean,1,18, query,0.060738466680049896
codecontests_java_134,clean,2,231,\n\n,0.05652917921543121
codecontests_java_134,clean,3,226,assistant,0.04608335345983505
codecontests_java_134,clean,4,149, below,0.04247533529996872
codecontests_java_134,clean,5,135, the,0.02755800448358059
codecontests_java_134,base,1,135, the,0.14262783527374268
codecontests_java_134,base,2,18, query,0.05150604993104935
codecontests_java_134,base,3,231,\n\n,0.04498932883143425
codecontests_java_134,base,4,226,assistant,0.03913746029138565
codecontests_java_134,base,5,149, below,0.03832109645009041
apps_python_135,clean,1,18, query,0.07094552367925644
apps_python_135,clean,2,218,\n\n,0.05149000138044357
apps_python_135,clean,3,213,assistant,0.045341312885284424
apps_python_135,clean,4,38,"{""",0.032566141337156296
apps_python_135,clean,5,8, call,0.029998498037457466
apps_python_135,base,1,18, query,0.0679967999458313
apps_python_135,base,2,218,\n\n,0.050833020359277725
apps_python_135,base,3,137, the,0.04311518371105194
apps_python_135,base,4,213,assistant,0.04062873497605324
apps_python_135,base,5,136, implement,0.03789152950048447
apps_python_136,clean,1,18, query,0.07951562106609344
apps_python_136,clean,2,231,\n\n,0.051045000553131104
apps_python_136,clean,3,226,assistant,0.04897497966885567
apps_python_136,clean,4,151, below,0.034781329333782196
apps_python_136,clean,5,38,"{""",0.03115083836019039
apps_python_136,base,1,18, query,0.07518510520458221
apps_python_136,base,2,231,\n\n,0.05018974840641022
apps_python_136,base,3,226,assistant,0.04748709872364998
apps_python_136,base,4,137, the,0.03918134793639183
apps_python_136,base,5,151, below,0.03241770341992378
codecontests_cpp_136,clean,1,135, the,0.05579005181789398
codecontests_cpp_136,clean,2,225,\n\n,0.05392242595553398
codecontests_cpp_136,clean,3,18, query,0.0515408031642437
codecontests_cpp_136,clean,4,220,assistant,0.047611843794584274
codecontests_cpp_136,clean,5,149, below,0.027710655704140663
codecontests_cpp_136,base,1,135, the,0.1844230741262436
codecontests_cpp_136,base,2,225,\n\n,0.043506063520908356
codecontests_cpp_136,base,3,18, query,0.04223066568374634
codecontests_cpp_136,base,4,220,assistant,0.039895035326480865
codecontests_cpp_136,base,5,134,Craft,0.03286568075418472
codecontests_java_136,clean,1,220,\n\n,0.05629728361964226
codecontests_java_136,clean,2,18, query,0.04912137612700462
codecontests_java_136,clean,3,215,assistant,0.04716594144701958
codecontests_java_136,clean,4,149, below,0.03432422876358032
codecontests_java_136,clean,5,135, the,0.02947612665593624
codecontests_java_136,base,1,135, the,0.19106946885585785
codecontests_java_136,base,2,220,\n\n,0.04501546919345856
codecontests_java_136,base,3,18, query,0.03905720263719559
codecontests_java_136,base,4,215,assistant,0.03778913617134094
codecontests_java_136,base,5,149, below,0.027986198663711548
codecontests_cpp_137,clean,1,135, the,0.08159773051738739
codecontests_cpp_137,clean,2,18, query,0.053455203771591187
codecontests_cpp_137,clean,3,149, below,0.045087091624736786
codecontests_cpp_137,clean,4,274,\n\n,0.043365996330976486
codecontests_cpp_137,clean,5,269,assistant,0.04044962301850319
codecontests_cpp_137,base,1,18, query,0.05973174795508385
codecontests_cpp_137,base,2,274,\n\n,0.0462179034948349
codecontests_cpp_137,base,3,149, below,0.04592738300561905
codecontests_cpp_137,base,4,269,assistant,0.044083938002586365
codecontests_cpp_137,base,5,134,Author,0.034257251769304276
codecontests_java_137,clean,1,18, query,0.06574705243110657
codecontests_java_137,clean,2,234,\n\n,0.05686076357960701
codecontests_java_137,clean,3,229,assistant,0.04780283570289612
codecontests_java_137,clean,4,38,"{""",0.0322224497795105
codecontests_java_137,clean,5,150, below,0.02867736667394638
codecontests_java_137,base,1,136, the,0.08265090733766556
codecontests_java_137,base,2,18, query,0.057168714702129364
codecontests_java_137,base,3,234,\n\n,0.05332258716225624
codecontests_java_137,base,4,229,assistant,0.04201780632138252
codecontests_java_137,base,5,150, below,0.03461012244224548
humaneval_python_137,clean,1,18, query,0.07439950853586197
humaneval_python_137,clean,2,236,\n\n,0.047700926661491394
humaneval_python_137,clean,3,231,assistant,0.04663414880633354
humaneval_python_137,clean,4,38,"{""",0.03974564000964165
humaneval_python_137,clean,5,8, call,0.03072974644601345
humaneval_python_137,base,1,18, query,0.07422006130218506
humaneval_python_137,base,2,236,\n\n,0.04749726131558418
humaneval_python_137,base,3,231,assistant,0.04461231455206871
humaneval_python_137,base,4,38,"{""",0.039532653987407684
humaneval_python_137,base,5,8, call,0.030086157843470573
apps_python_138,clean,1,18, query,0.06581021100282669
apps_python_138,clean,2,221,\n\n,0.05508800223469734
apps_python_138,clean,3,216,assistant,0.04047045856714249
apps_python_138,clean,4,24, function,0.033613577485084534
apps_python_138,clean,5,38,"{""",0.03325838968157768
apps_python_138,base,1,18, query,0.06683170050382614
apps_python_138,base,2,221,\n\n,0.05643928423523903
apps_python_138,base,3,216,assistant,0.03911978751420975
apps_python_138,base,4,24, function,0.035032834857702255
apps_python_138,base,5,38,"{""",0.03490713983774185
codecontests_cpp_138,clean,1,238,\n\n,0.05820289999246597
codecontests_cpp_138,clean,2,233,assistant,0.05491632595658302
codecontests_cpp_138,clean,3,18, query,0.05017006769776344
codecontests_cpp_138,clean,4,137, add,0.030496953055262566
codecontests_cpp_138,clean,5,38,"{""",0.025463230907917023
codecontests_cpp_138,base,1,238,\n\n,0.05745420604944229
codecontests_cpp_138,base,2,233,assistant,0.053698498755693436
codecontests_cpp_138,base,3,18, query,0.050422996282577515
codecontests_cpp_138,base,4,38,"{""",0.026272788643836975
codecontests_cpp_138,base,5,14, assist,0.02460777759552002
codecontests_java_138,clean,1,231,\n\n,0.06100182607769966
codecontests_java_138,clean,2,18, query,0.058675289154052734
codecontests_java_138,clean,3,226,assistant,0.05108499526977539
codecontests_java_138,clean,4,150, below,0.04391032084822655
codecontests_java_138,clean,5,14, assist,0.02702086605131626
codecontests_java_138,base,1,136, the,0.0967630073428154
codecontests_java_138,base,2,18, query,0.05345172435045242
codecontests_java_138,base,3,231,\n\n,0.05123155936598778
codecontests_java_138,base,4,226,assistant,0.04403654858469963
codecontests_java_138,base,5,150, below,0.036474574357271194
codecontests_cpp_139,clean,1,18, query,0.050944648683071136
codecontests_cpp_139,clean,2,338,assistant,0.04768821969628334
codecontests_cpp_139,clean,3,343,\n\n,0.045404110103845596
codecontests_cpp_139,clean,4,152, below,0.04342840611934662
codecontests_cpp_139,clean,5,160, minimize,0.03995359688997269
codecontests_cpp_139,base,1,18, query,0.051132868975400925
codecontests_cpp_139,base,2,338,assistant,0.04747258871793747
codecontests_cpp_139,base,3,152, below,0.04703317582607269
codecontests_cpp_139,base,4,343,\n\n,0.04530855640769005
codecontests_cpp_139,base,5,160, minimize,0.04137585312128067
codecontests_java_139,clean,1,237,\n\n,0.05980518460273743
codecontests_java_139,clean,2,18, query,0.05432470887899399
codecontests_java_139,clean,3,232,assistant,0.04895048961043358
codecontests_java_139,clean,4,157, minimize,0.0328027568757534
codecontests_java_139,clean,5,38,"{""",0.029703451320528984
codecontests_java_139,base,1,135, the,0.06889641284942627
codecontests_java_139,base,2,237,\n\n,0.052594635635614395
codecontests_java_139,base,3,18, query,0.05051112547516823
codecontests_java_139,base,4,232,assistant,0.04555625468492508
codecontests_java_139,base,5,149, below,0.03101777657866478
humaneval_python_139,clean,1,18, query,0.06578583270311356
humaneval_python_139,clean,2,136, the,0.05291654169559479
humaneval_python_139,clean,3,226,\n\n,0.048796236515045166
humaneval_python_139,clean,4,221,assistant,0.04302716255187988
humaneval_python_139,clean,5,38,"{""",0.032982487231492996
humaneval_python_139,base,1,18, query,0.07105106115341187
humaneval_python_139,base,2,226,\n\n,0.04970410466194153
humaneval_python_139,base,3,221,assistant,0.04597795009613037
humaneval_python_139,base,4,136, the,0.036439135670661926
humaneval_python_139,base,5,38,"{""",0.03543861582875252
apps_python_140,clean,1,18, query,0.07683403044939041
apps_python_140,clean,2,241,\n\n,0.05303214117884636
apps_python_140,clean,3,236,assistant,0.04214996472001076
apps_python_140,clean,4,149, below,0.03435241058468819
apps_python_140,clean,5,8, call,0.032576173543930054
apps_python_140,base,1,135, the,0.14058083295822144
apps_python_140,base,2,18, query,0.06629634648561478
apps_python_140,base,3,241,\n\n,0.04409601166844368
apps_python_140,base,4,236,assistant,0.03602371737360954
apps_python_140,base,5,149, below,0.03362110257148743
codecontests_cpp_140,clean,1,135, the,0.057651590555906296
codecontests_cpp_140,clean,2,242,\n\n,0.05262685567140579
codecontests_cpp_140,clean,3,18, query,0.052263043820858
codecontests_cpp_140,clean,4,237,assistant,0.049983736127614975
codecontests_cpp_140,clean,5,149, below,0.03545244783163071
codecontests_cpp_140,base,1,135, the,0.09107794612646103
codecontests_cpp_140,base,2,242,\n\n,0.04923239350318909
codecontests_cpp_140,base,3,18, query,0.04872392490506172
codecontests_cpp_140,base,4,237,assistant,0.04738906770944595
codecontests_cpp_140,base,5,149, below,0.033113423734903336
codecontests_java_140,clean,1,237,\n\n,0.05848616361618042
codecontests_java_140,clean,2,18, query,0.0543312132358551
codecontests_java_140,clean,3,232,assistant,0.052380532026290894
