sample_id,variant,tool_endpoint_score,no_tool_endpoint_score,tool_top1_id,tool_top1_is_tool_call,tool_boundary_flip
mbpp_python_133,clean_schema_mismatch,-3.0625,-0.0225830078125,40,False,False
mbpp_python_133,clean_no_protocol,-16.375,-0.388671875,40,False,False
apps_python_134,clean_full,0.0,-1.8671875,151657,True,True
apps_python_134,corrupt_full,-3.578125,0.0,40,False,False
apps_python_134,clean_no_schema,-1.90625,-0.08251953125,40,False,False
apps_python_134,clean_schema_mismatch,-6.65625,-0.095703125,40,False,False
apps_python_134,clean_no_protocol,-6.53125,-0.330078125,40,False,False
codecontests_cpp_134,clean_full,0.0,-3.140625,151657,True,True
codecontests_cpp_134,corrupt_full,-3.78125,0.0,40,False,False
codecontests_cpp_134,clean_no_schema,-1.328125,-0.232421875,40,False,False
codecontests_cpp_134,clean_schema_mismatch,-5.40625,-0.1025390625,40,False,False
codecontests_cpp_134,clean_no_protocol,-9.3125,-0.265625,40,False,False
codecontests_java_134,clean_full,0.0,-3.609375,151657,True,True
codecontests_java_134,corrupt_full,-7.28125,0.0,40,False,False
codecontests_java_134,clean_no_schema,-8.5,-0.02783203125,40,False,False
codecontests_java_134,clean_schema_mismatch,-12.8125,-0.19140625,40,False,False
codecontests_java_134,clean_no_protocol,-14.4375,-1.3515625,785,False,False
apps_python_135,clean_full,0.0,-2.4375,151657,True,True
apps_python_135,corrupt_full,-2.453125,0.0,40,False,False
apps_python_135,clean_no_schema,-0.60546875,-0.369140625,40,False,False
apps_python_135,clean_schema_mismatch,-4.78125,-0.09912109375,40,False,False
apps_python_135,clean_no_protocol,-14.75,-0.9609375,40,False,False
apps_python_136,clean_full,0.0,-2.828125,151657,True,True
apps_python_136,corrupt_full,-3.046875,0.0,40,False,False
apps_python_136,clean_no_schema,-0.58203125,-0.51953125,40,False,False
apps_python_136,clean_schema_mismatch,-6.71875,-0.154296875,40,False,False
apps_python_136,clean_no_protocol,-16.75,-0.5546875,40,False,False
codecontests_cpp_136,clean_full,0.0,-2.75,151657,True,True
codecontests_cpp_136,corrupt_full,-2.546875,0.0,40,False,False
codecontests_cpp_136,clean_no_schema,-3.234375,-0.029296875,40,False,False
codecontests_cpp_136,clean_schema_mismatch,-4.28125,-0.0927734375,40,False,False
codecontests_cpp_136,clean_no_protocol,-14.1875,-0.68359375,40,False,False
codecontests_java_136,clean_full,0.0,-5.0625,151657,True,True
codecontests_java_136,corrupt_full,-8.4375,0.0,40,False,False
codecontests_java_136,clean_no_schema,-8.625,-0.384765625,785,False,False
codecontests_java_136,clean_schema_mismatch,-7.28125,-0.330078125,40,False,False
codecontests_java_136,clean_no_protocol,-16.5,-3.921875,785,False,False
codecontests_cpp_137,clean_full,0.0,-3.484375,151657,True,True
codecontests_cpp_137,corrupt_full,-4.90625,0.0,40,False,False
codecontests_cpp_137,clean_no_schema,-1.6328125,-0.2158203125,40,False,False
codecontests_cpp_137,clean_schema_mismatch,-3.765625,-0.040283203125,40,False,False
codecontests_cpp_137,clean_no_protocol,-12.5625,-0.06298828125,40,False,False
codecontests_java_137,clean_full,0.0,-5.0625,151657,True,True
codecontests_java_137,corrupt_full,-8.875,0.0,40,False,False
codecontests_java_137,clean_no_schema,-3.140625,-0.1416015625,40,False,False
codecontests_java_137,clean_schema_mismatch,-0.7109375,-0.71875,151657,True,True
codecontests_java_137,clean_no_protocol,-11.0,-1.078125,73594,False,False
humaneval_python_137,clean_full,0.0,-1.625,151657,True,True
humaneval_python_137,corrupt_full,-3.328125,0.0,40,False,False
humaneval_python_137,clean_no_schema,-1.3046875,-0.125,40,False,False
humaneval_python_137,clean_schema_mismatch,-5.71875,-0.064453125,40,False,False
humaneval_python_137,clean_no_protocol,-12.8125,-0.3671875,40,False,False
apps_python_138,clean_full,0.0,-1.96875,151657,True,True
apps_python_138,corrupt_full,-3.921875,0.0,40,False,False
apps_python_138,clean_no_schema,-0.6328125,-0.404296875,40,False,False
apps_python_138,clean_schema_mismatch,-3.875,-0.03076171875,40,False,False
apps_python_138,clean_no_protocol,-13.25,-0.2138671875,40,False,False
codecontests_cpp_138,clean_full,0.0,-3.46875,151657,True,True
codecontests_cpp_138,corrupt_full,-4.28125,0.0,40,False,False
codecontests_cpp_138,clean_no_schema,-1.1015625,-0.453125,40,False,False
codecontests_cpp_138,clean_schema_mismatch,-1.546875,-0.271484375,40,False,False
codecontests_cpp_138,clean_no_protocol,-10.25,-0.28515625,40,False,False
codecontests_java_138,clean_full,0.0,-2.609375,151657,True,True
codecontests_java_138,corrupt_full,-6.28125,0.0,40,False,False
codecontests_java_138,clean_no_schema,-4.34375,-0.052978515625,40,False,False
codecontests_java_138,clean_schema_mismatch,-0.484375,-0.6640625,151657,True,True
codecontests_java_138,clean_no_protocol,-19.375,-0.96484375,1249,False,False
codecontests_cpp_139,clean_full,0.0,-5.34375,151657,True,True
codecontests_cpp_139,corrupt_full,-2.96875,0.0,40,False,False
codecontests_cpp_139,clean_no_schema,-0.22265625,-1.3515625,151657,True,True
codecontests_cpp_139,clean_schema_mismatch,-3.546875,-0.09228515625,40,False,False
codecontests_cpp_139,clean_no_protocol,-8.75,-0.48046875,40,False,False
codecontests_java_139,clean_full,0.0,-6.28125,151657,True,True
codecontests_java_139,corrupt_full,-11.4375,0.0,40,False,False
codecontests_java_139,clean_no_schema,-10.875,-0.25390625,40,False,False
codecontests_java_139,clean_schema_mismatch,-6.3125,-0.31640625,40,False,False
codecontests_java_139,clean_no_protocol,-12.25,-0.06494140625,40,False,False
humaneval_python_139,clean_full,0.0,-2.671875,151657,True,True
humaneval_python_139,corrupt_full,-5.15625,0.0,40,False,False
humaneval_python_139,clean_no_schema,-3.1875,-0.051513671875,40,False,False
humaneval_python_139,clean_schema_mismatch,-6.28125,-0.0537109375,40,False,False
humaneval_python_139,clean_no_protocol,-17.75,-0.20703125,40,False,False
apps_python_140,clean_full,0.0,-8.0625,151657,True,True
apps_python_140,corrupt_full,-8.75,0.0,40,False,False
apps_python_140,clean_no_schema,-2.890625,-0.5546875,40,False,False
apps_python_140,clean_schema_mismatch,-4.25,-1.421875,40,False,False
apps_python_140,clean_no_protocol,-9.0,-1.6171875,40,False,False
codecontests_cpp_140,clean_full,0.0,-2.453125,151657,True,True
codecontests_cpp_140,corrupt_full,-4.96875,0.0,40,False,False
codecontests_cpp_140,clean_no_schema,-4.75,-0.1171875,40,False,False
codecontests_cpp_140,clean_schema_mismatch,-6.96875,-0.06298828125,40,False,False
codecontests_cpp_140,clean_no_protocol,-9.5625,-0.2470703125,40,False,False
codecontests_java_140,clean_full,0.0,-5.78125,151657,True,True
codecontests_java_140,corrupt_full,-10.0,0.0,40,False,False
codecontests_java_140,clean_no_schema,-8.25,-0.1806640625,40,False,False
codecontests_java_140,clean_schema_mismatch,-1.0234375,-0.55078125,40,False,False
codecontests_java_140,clean_no_protocol,-8.9375,-0.431640625,40,False,False
mbpp_python_140,clean_full,0.0,-3.546875,151657,True,True
mbpp_python_140,corrupt_full,-7.4375,0.0,40,False,False
mbpp_python_140,clean_no_schema,-3.328125,-0.05859375,40,False,False
mbpp_python_140,clean_schema_mismatch,-10.0625,-0.0478515625,40,False,False
mbpp_python_140,clean_no_protocol,-15.5,-0.1396484375,40,False,False
apps_python_141,clean_full,0.0,-2.46875,151657,True,True
apps_python_141,corrupt_full,-5.8125,0.0,40,False,False
apps_python_141,clean_no_schema,-2.296875,-0.25390625,40,False,False
apps_python_141,clean_schema_mismatch,-12.8125,-0.271484375,40,False,False
apps_python_141,clean_no_protocol,-14.4375,-0.2451171875,40,False,False
codecontests_cpp_141,clean_full,0.0,-2.71875,151657,True,True
codecontests_cpp_141,corrupt_full,-2.1875,0.0,40,False,False
codecontests_cpp_141,clean_no_schema,-4.25,-0.37890625,40,False,False
codecontests_cpp_141,clean_schema_mismatch,-11.75,-0.93359375,40,False,False
codecontests_cpp_141,clean_no_protocol,-16.875,-1.890625,785,False,False
codecontests_java_141,clean_full,0.0,-3.171875,151657,True,True
codecontests_java_141,corrupt_full,-6.65625,0.0,40,False,False
codecontests_java_141,clean_no_schema,-2.640625,-0.61328125,40,False,False
codecontests_java_141,clean_schema_mismatch,-9.25,-0.427734375,40,False,False
codecontests_java_141,clean_no_protocol,-20.75,-0.87890625,785,False,False
apps_python_142,clean_full,0.0,-2.421875,151657,True,True
apps_python_142,corrupt_full,-2.28125,0.0,40,False,False
apps_python_142,clean_no_schema,-1.875,-0.01806640625,40,False,False
apps_python_142,clean_schema_mismatch,-3.546875,-0.06494140625,40,False,False
apps_python_142,clean_no_protocol,-14.6875,-1.0078125,40,False,False
codecontests_cpp_142,clean_full,0.0,-2.671875,151657,True,True
codecontests_cpp_142,corrupt_full,-4.59375,0.0,40,False,False
codecontests_cpp_142,clean_no_schema,-4.90625,-0.031494140625,40,False,False
codecontests_cpp_142,clean_schema_mismatch,-11.875,-0.126953125,40,False,False
codecontests_cpp_142,clean_no_protocol,-17.125,-0.14453125,40,False,False
codecontests_java_142,clean_full,0.0,-5.59375,151657,True,True
codecontests_java_142,corrupt_full,-11.75,0.0,40,False,False
codecontests_java_142,clean_no_schema,-14.0625,-0.1982421875,40,False,False
codecontests_java_142,clean_schema_mismatch,-12.875,-0.35546875,40,False,False
codecontests_java_142,clean_no_protocol,-14.5,-0.15625,40,False,False
apps_python_143,clean_full,0.0,-2.765625,151657,True,True
apps_python_143,corrupt_full,-7.25,0.0,40,False,False
apps_python_143,clean_no_schema,-1.5078125,-0.3359375,40,False,False
apps_python_143,clean_schema_mismatch,-8.6875,-1.0625,8420,False,False
apps_python_143,clean_no_protocol,-20.875,-1.90625,8420,False,False
codecontests_cpp_143,clean_full,0.0,-3.203125,151657,True,True
codecontests_cpp_143,corrupt_full,-4.375,0.0,40,False,False
codecontests_cpp_143,clean_no_schema,-2.109375,-0.2158203125,40,False,False
codecontests_cpp_143,clean_schema_mismatch,-3.96875,-0.0791015625,40,False,False
codecontests_cpp_143,clean_no_protocol,-6.6875,-0.314453125,40,False,False
codecontests_java_143,clean_full,0.0,-4.21875,151657,True,True
codecontests_java_143,corrupt_full,-9.6875,0.0,40,False,False
codecontests_java_143,clean_no_schema,-2.890625,-0.25,40,False,False
codecontests_java_143,clean_schema_mismatch,-6.9375,-0.09521484375,40,False,False
codecontests_java_143,clean_no_protocol,-12.8125,-0.69140625,40,False,False
apps_python_144,clean_full,0.0,-2.5625,151657,True,True
apps_python_144,corrupt_full,-7.40625,0.0,40,False,False
apps_python_144,clean_no_schema,-10.3125,-0.006439208984375,40,False,False
apps_python_144,clean_schema_mismatch,-8.1875,-0.1376953125,40,False,False
apps_python_144,clean_no_protocol,-13.4375,-0.1552734375,40,False,False
codecontests_java_144,clean_full,0.0,-4.46875,151657,True,True
codecontests_java_144,corrupt_full,-5.46875,0.0,40,False,False
codecontests_java_144,clean_no_schema,-8.9375,-0.474609375,40,False,False
codecontests_java_144,clean_schema_mismatch,-4.5625,-0.189453125,40,False,False
codecontests_java_144,clean_no_protocol,-9.125,-2.484375,73594,False,False
mbpp_python_144,clean_full,0.0,-2.46875,151657,True,True
mbpp_python_144,corrupt_full,-2.890625,0.0,40,False,False
mbpp_python_144,clean_no_schema,-1.453125,-0.23828125,40,False,False
mbpp_python_144,clean_schema_mismatch,-3.0,-0.032958984375,40,False,False
mbpp_python_144,clean_no_protocol,-9.0625,-0.244140625,40,False,False
codecontests_cpp_145,clean_full,0.0,-3.484375,151657,True,True
codecontests_cpp_145,corrupt_full,-7.1875,0.0,40,False,False
codecontests_cpp_145,clean_no_schema,-9.3125,-0.0260009765625,40,False,False
codecontests_cpp_145,clean_schema_mismatch,-10.375,-0.052001953125,40,False,False
codecontests_cpp_145,clean_no_protocol,-17.625,-0.2421875,40,False,False
codecontests_java_145,clean_full,0.0,-5.25,151657,True,True
codecontests_java_145,corrupt_full,-13.625,0.0,40,False,False
codecontests_java_145,clean_no_schema,-14.3125,-0.2158203125,40,False,False
codecontests_java_145,clean_schema_mismatch,-4.28125,-0.0947265625,40,False,False
codecontests_java_145,clean_no_protocol,-15.625,-0.392578125,40,False,False
humaneval_python_145,clean_full,0.0,-2.40625,151657,True,True
humaneval_python_145,corrupt_full,-3.15625,0.0,40,False,False
humaneval_python_145,clean_no_schema,-3.234375,-0.019775390625,40,False,False
humaneval_python_145,clean_schema_mismatch,-2.5625,-0.025146484375,40,False,False
humaneval_python_145,clean_no_protocol,-6.875,-0.1513671875,40,False,False
apps_python_146,clean_full,0.0,-3.6875,151657,True,True
apps_python_146,corrupt_full,-4.90625,0.0,40,False,False
apps_python_146,clean_no_schema,-0.26953125,-1.4296875,151657,True,True
apps_python_146,clean_schema_mismatch,-6.84375,-0.251953125,40,False,False
apps_python_146,clean_no_protocol,-15.125,-1.359375,8420,False,False
codecontests_java_146,clean_full,0.0,-4.28125,151657,True,True
codecontests_java_146,corrupt_full,-7.125,0.0,40,False,False
codecontests_java_146,clean_no_schema,-3.046875,-0.73046875,40,False,False
codecontests_java_146,clean_schema_mismatch,-1.9296875,-0.470703125,40,False,False
codecontests_java_146,clean_no_protocol,-19.5,-0.228515625,40,False,False
codecontests_cpp_147,clean_full,0.0,-4.21875,151657,True,True
codecontests_cpp_147,corrupt_full,-6.6875,0.0,40,False,False
codecontests_cpp_147,clean_no_schema,-2.875,-0.13671875,40,False,False
codecontests_cpp_147,clean_schema_mismatch,-4.125,-0.030029296875,40,False,False
codecontests_cpp_147,clean_no_protocol,-8.375,-0.1455078125,40,False,False
codecontests_java_147,clean_full,0.0,-1.8671875,151657,True,True
codecontests_java_147,corrupt_full,-12.1875,0.0,40,False,False
codecontests_java_147,clean_no_schema,-7.34375,-0.318359375,40,False,False
codecontests_java_147,clean_schema_mismatch,-6.90625,-0.201171875,40,False,False
codecontests_java_147,clean_no_protocol,-12.375,-0.93359375,73594,False,False
mbpp_python_147,clean_full,0.0,-2.578125,151657,True,True
mbpp_python_147,corrupt_full,-6.25,0.0,40,False,False
mbpp_python_147,clean_no_schema,-0.84765625,-0.376953125,40,False,False
mbpp_python_147,clean_schema_mismatch,-8.4375,-0.0390625,40,False,False
mbpp_python_147,clean_no_protocol,-14.125,-0.33984375,40,False,False
apps_python_148,clean_full,0.0,-4.125,151657,True,True
apps_python_148,corrupt_full,-4.28125,0.0,40,False,False
apps_python_148,clean_no_schema,-0.5234375,-0.7421875,151657,True,True
apps_python_148,clean_schema_mismatch,-3.046875,-0.091796875,40,False,False
apps_python_148,clean_no_protocol,-13.875,-0.94140625,8420,False,False
codecontests_cpp_148,clean_full,0.0,-2.5,151657,True,True
codecontests_cpp_148,corrupt_full,-2.609375,0.0,40,False,False
codecontests_cpp_148,clean_no_schema,-5.0,-0.1201171875,40,False,False
codecontests_cpp_148,clean_schema_mismatch,-9.75,-0.40234375,40,False,False
codecontests_cpp_148,clean_no_protocol,-15.0,-0.796875,40,False,False
codecontests_java_148,clean_full,0.0,-6.0625,151657,True,True
codecontests_java_148,corrupt_full,-9.0625,0.0,40,False,False
codecontests_java_148,clean_no_schema,-6.78125,-0.267578125,40,False,False
codecontests_java_148,clean_schema_mismatch,-10.0625,-0.384765625,40,False,False
codecontests_java_148,clean_no_protocol,-8.6875,-0.12353515625,40,False,False
humaneval_python_148,clean_full,0.0,-1.90625,151657,True,True
humaneval_python_148,corrupt_full,-3.109375,0.0,40,False,False
humaneval_python_148,clean_no_schema,-1.15625,-0.294921875,40,False,False
humaneval_python_148,clean_schema_mismatch,-2.90625,-0.07470703125,40,False,False
humaneval_python_148,clean_no_protocol,-14.375,-0.45703125,40,False,False
mbpp_python_148,clean_full,0.0,-2.171875,151657,True,True
mbpp_python_148,corrupt_full,-2.28125,0.0,40,False,False
mbpp_python_148,clean_no_schema,-6.40625,-0.2490234375,40,False,False
mbpp_python_148,clean_schema_mismatch,-0.33203125,-0.6015625,151657,True,True
mbpp_python_148,clean_no_protocol,-9.25,-0.7421875,40,False,False
codecontests_cpp_149,clean_full,0.0,-3.375,151657,True,True
codecontests_cpp_149,corrupt_full,-2.8125,0.0,40,False,False
codecontests_cpp_149,clean_no_schema,-4.53125,-0.12451171875,40,False,False
codecontests_cpp_149,clean_schema_mismatch,-7.46875,-0.267578125,40,False,False
codecontests_cpp_149,clean_no_protocol,-14.375,-0.734375,40,False,False
codecontests_java_149,clean_full,0.0,-3.359375,151657,True,True
codecontests_java_149,corrupt_full,-8.6875,0.0,40,False,False
codecontests_java_149,clean_no_schema,-1.875,-0.26953125,40,False,False
codecontests_java_149,clean_schema_mismatch,-4.0625,-0.06689453125,40,False,False
codecontests_java_149,clean_no_protocol,-19.125,-0.041259765625,40,False,False
humaneval_python_149,clean_full,0.0,-2.09375,151657,True,True
humaneval_python_149,corrupt_full,-3.359375,0.0,40,False,False
humaneval_python_149,clean_no_schema,-0.392578125,-0.609375,40,False,True
humaneval_python_149,clean_schema_mismatch,-4.5,-0.0693359375,40,False,False
humaneval_python_149,clean_no_protocol,-12.0,-0.2353515625,40,False,False
mbpp_python_149,clean_full,0.0,-1.328125,151657,True,True
mbpp_python_149,corrupt_full,-2.40625,0.0,40,False,False
mbpp_python_149,clean_no_schema,-2.296875,-0.0172119140625,40,False,False
mbpp_python_149,clean_schema_mismatch,-5.125,-0.07763671875,40,False,False
mbpp_python_149,clean_no_protocol,-7.53125,-0.2734375,40,False,False
apps_python_150,clean_full,0.0,-1.65625,151657,True,True
apps_python_150,corrupt_full,-4.1875,0.0,40,False,False
apps_python_150,clean_no_schema,-2.203125,-0.0751953125,40,False,False
apps_python_150,clean_schema_mismatch,-2.46875,-0.09765625,40,False,False
apps_python_150,clean_no_protocol,-14.9375,-0.404296875,40,False,False
apps_python_151,clean_full,0.0,-1.4609375,151657,True,True
apps_python_151,corrupt_full,-1.546875,0.0,40,False,False
apps_python_151,clean_no_schema,-3.859375,-0.2314453125,40,False,False
apps_python_151,clean_schema_mismatch,-3.03125,-0.1533203125,40,False,False
apps_python_151,clean_no_protocol,-9.5625,-0.9296875,40,False,False
codecontests_java_151,clean_full,0.0,-3.6875,151657,True,True
codecontests_java_151,corrupt_full,-4.8125,0.0,40,False,False
codecontests_java_151,clean_no_schema,-3.296875,-0.1484375,40,False,False
codecontests_java_151,clean_schema_mismatch,-1.0,-0.46484375,40,False,False
codecontests_java_151,clean_no_protocol,-18.75,-0.130859375,40,False,False
humaneval_python_151,clean_full,0.0,-2.25,151657,True,True
humaneval_python_151,corrupt_full,-2.03125,0.0,40,False,False
humaneval_python_151,clean_no_schema,-0.4296875,-0.4609375,151657,True,True
humaneval_python_151,clean_schema_mismatch,-1.6953125,-0.036865234375,40,False,False
humaneval_python_151,clean_no_protocol,-10.3125,-0.875,40,False,False
apps_python_152,clean_full,0.0,-3.453125,151657,True,True
apps_python_152,corrupt_full,-4.5625,0.0,40,False,False
apps_python_152,clean_no_schema,-11.5,-0.1435546875,40,False,False
apps_python_152,clean_schema_mismatch,-17.625,-0.578125,40,False,False
apps_python_152,clean_no_protocol,-16.5,-0.73046875,40,False,False
codecontests_cpp_152,clean_full,0.0,-4.8125,151657,True,True
codecontests_cpp_152,corrupt_full,-3.515625,0.0,40,False,False
codecontests_cpp_152,clean_no_schema,-2.453125,-0.0303955078125,40,False,False
codecontests_cpp_152,clean_schema_mismatch,-6.59375,-0.1767578125,40,False,False
codecontests_cpp_152,clean_no_protocol,-11.875,-0.419921875,40,False,False
codecontests_java_152,clean_full,0.0,-3.609375,151657,True,True
codecontests_java_152,corrupt_full,-8.5625,0.0,40,False,False
codecontests_java_152,clean_no_schema,-9.3125,-0.0091552734375,40,False,False
codecontests_java_152,clean_schema_mismatch,-10.75,-0.109375,40,False,False
codecontests_java_152,clean_no_protocol,-13.875,-1.546875,785,False,False
apps_python_153,clean_full,0.0,-2.421875,151657,True,True
apps_python_153,corrupt_full,-4.53125,0.0,40,False,False
apps_python_153,clean_no_schema,-0.4765625,-0.63671875,40,False,True
apps_python_153,clean_schema_mismatch,-3.0625,-0.025634765625,40,False,False
apps_python_153,clean_no_protocol,-12.0,-0.47265625,40,False,False
codecontests_cpp_153,clean_full,0.0,-3.28125,151657,True,True
codecontests_cpp_153,corrupt_full,-2.875,0.0,40,False,False
codecontests_cpp_153,clean_no_schema,-5.375,-0.09716796875,40,False,False
codecontests_cpp_153,clean_schema_mismatch,-12.875,-0.490234375,40,False,False
codecontests_cpp_153,clean_no_protocol,-18.75,-0.79296875,40,False,False
codecontests_java_153,clean_full,0.0,-2.28125,151657,True,True
codecontests_java_153,corrupt_full,-11.3125,0.0,40,False,False
codecontests_java_153,clean_no_schema,-8.8125,-0.11962890625,40,False,False
codecontests_java_153,clean_schema_mismatch,-13.0,-0.099609375,40,False,False
codecontests_java_153,clean_no_protocol,-18.75,-0.062255859375,40,False,False
apps_python_154,clean_full,0.0,-1.4921875,151657,True,True
apps_python_154,corrupt_full,-2.5,0.0,40,False,False
apps_python_154,clean_no_schema,-3.953125,-0.19140625,1249,False,False
apps_python_154,clean_schema_mismatch,-3.125,-0.96875,785,False,False
apps_python_154,clean_no_protocol,-11.875,-2.25,785,False,False
codecontests_cpp_154,clean_full,0.0,-2.765625,151657,True,True
codecontests_cpp_154,corrupt_full,-3.703125,0.0,40,False,False
codecontests_cpp_154,clean_no_schema,-9.0,-0.11474609375,40,False,False
codecontests_cpp_154,clean_schema_mismatch,-5.9375,-0.1328125,40,False,False
codecontests_cpp_154,clean_no_protocol,-14.125,-0.291015625,40,False,False
codecontests_java_154,clean_full,0.0,-6.1875,151657,True,True
codecontests_java_154,corrupt_full,-13.25,0.0,40,False,False
codecontests_java_154,clean_no_schema,-16.875,-0.3828125,40,False,False
codecontests_java_154,clean_schema_mismatch,-11.5,-0.11181640625,40,False,False
codecontests_java_154,clean_no_protocol,-13.0,-0.203125,40,False,False
humaneval_python_154,clean_full,0.0,-1.90625,151657,True,True
humaneval_python_154,corrupt_full,-1.875,0.0,40,False,False
humaneval_python_154,clean_no_schema,-0.169921875,-0.7421875,151657,True,True
humaneval_python_154,clean_schema_mismatch,-2.109375,-0.038330078125,40,False,False
humaneval_python_154,clean_no_protocol,-16.5,-1.453125,40,False,False
apps_python_155,clean_full,0.0,-1.03125,151657,True,True
apps_python_155,corrupt_full,-3.34375,0.0,40,False,False
apps_python_155,clean_no_schema,-1.484375,-0.0859375,40,False,False
apps_python_155,clean_schema_mismatch,-3.53125,-0.0281982421875,40,False,False
apps_python_155,clean_no_protocol,-8.125,-0.263671875,40,False,False
apps_python_156,clean_full,0.0,-3.015625,151657,True,True
apps_python_156,corrupt_full,-3.828125,0.0,1249,False,False
apps_python_156,clean_no_schema,-0.1279296875,-2.75,151657,True,True
apps_python_156,clean_schema_mismatch,-5.65625,-0.451171875,40,False,False
apps_python_156,clean_no_protocol,-7.71875,-1.109375,40,False,False
codecontests_cpp_156,clean_full,0.0,-4.3125,151657,True,True
codecontests_cpp_156,corrupt_full,-5.375,0.0,40,False,False
codecontests_cpp_156,clean_no_schema,-1.7109375,-0.1875,40,False,False
codecontests_cpp_156,clean_schema_mismatch,-5.3125,-0.044921875,40,False,False
codecontests_cpp_156,clean_no_protocol,-11.75,-0.0517578125,40,False,False
codecontests_java_156,clean_full,0.0,-5.71875,151657,True,True
codecontests_java_156,corrupt_full,-11.125,0.0,40,False,False
codecontests_java_156,clean_no_schema,-9.0625,-0.1708984375,40,False,False
codecontests_java_156,clean_schema_mismatch,-9.4375,-0.255859375,40,False,False
codecontests_java_156,clean_no_protocol,-12.0,-0.171875,40,False,False
apps_python_157,clean_full,0.0,-3.984375,151657,True,True
apps_python_157,corrupt_full,-4.4375,0.0,40,False,False
apps_python_157,clean_no_schema,-0.77734375,-0.59765625,40,False,False
apps_python_157,clean_schema_mismatch,-4.78125,-0.1259765625,40,False,False
apps_python_157,clean_no_protocol,-11.8125,-0.1806640625,40,False,False
codecontests_java_157,clean_full,0.0,-6.6875,151657,True,True
codecontests_java_157,corrupt_full,-10.4375,0.0,40,False,False
codecontests_java_157,clean_no_schema,-10.25,-0.2041015625,40,False,False
codecontests_java_157,clean_schema_mismatch,-6.09375,-0.103515625,40,False,False
codecontests_java_157,clean_no_protocol,-9.1875,-0.12451171875,40,False,False
apps_python_158,clean_full,0.0,-1.5,151657,True,True
apps_python_158,corrupt_full,-2.953125,0.0,40,False,False
apps_python_158,clean_no_schema,-0.2353515625,-0.59375,40,False,True
apps_python_158,clean_schema_mismatch,-4.34375,-0.042724609375,40,False,False
apps_python_158,clean_no_protocol,-10.5,-0.419921875,40,False,False
codecontests_cpp_158,clean_full,0.0,-1.6796875,151657,True,True
codecontests_cpp_158,corrupt_full,-2.796875,0.0,40,False,False
codecontests_cpp_158,clean_no_schema,-2.875,-0.0198974609375,40,False,False
codecontests_cpp_158,clean_schema_mismatch,-4.75,-0.15625,40,False,False
codecontests_cpp_158,clean_no_protocol,-10.5625,-0.5546875,40,False,False
codecontests_java_158,clean_full,0.0,-3.90625,151657,True,True
codecontests_java_158,corrupt_full,-6.84375,0.0,40,False,False
codecontests_java_158,clean_no_schema,-6.0625,-0.146484375,40,False,False
codecontests_java_158,clean_schema_mismatch,-4.0625,-0.1005859375,40,False,False
codecontests_java_158,clean_no_protocol,-11.9375,-0.71484375,40,False,False
codecontests_cpp_159,clean_full,0.0,-4.75,151657,True,True
codecontests_cpp_159,corrupt_full,-4.96875,0.0,40,False,False
codecontests_cpp_159,clean_no_schema,-2.421875,-0.07958984375,40,False,False
codecontests_cpp_159,clean_schema_mismatch,-5.3125,-0.051513671875,40,False,False
codecontests_cpp_159,clean_no_protocol,-13.875,-0.06689453125,40,False,False
codecontests_java_159,clean_full,0.0,-6.78125,151657,True,True
codecontests_java_159,corrupt_full,-7.59375,0.0,40,False,False
codecontests_java_159,clean_no_schema,-5.09375,-0.06884765625,40,False,False
codecontests_java_159,clean_schema_mismatch,-0.0810546875,-2.53125,151657,True,True
codecontests_java_159,clean_no_protocol,-9.25,-0.55078125,40,False,False
apps_python_160,clean_full,0.0,-1.7421875,151657,True,True
apps_python_160,corrupt_full,-3.34375,0.0,40,False,False
apps_python_160,clean_no_schema,-0.0615234375,-1.40625,151657,True,True
apps_python_160,clean_schema_mismatch,-2.671875,-0.298828125,40,False,False
apps_python_160,clean_no_protocol,-13.75,-1.453125,8420,False,False
codecontests_java_160,clean_full,0.0,-2.640625,151657,True,True
codecontests_java_160,corrupt_full,-2.359375,0.0,40,False,False
codecontests_java_160,clean_no_schema,-1.0390625,-0.1953125,40,False,False
codecontests_java_160,clean_schema_mismatch,-9.75,-0.609375,40,False,False
codecontests_java_160,clean_no_protocol,-15.4375,-1.2890625,40,False,False
apps_python_161,clean_full,0.0,-1.4609375,151657,True,True
apps_python_161,corrupt_full,-2.5625,0.0,40,False,False
apps_python_161,clean_no_schema,-2.5,-0.07568359375,40,False,False
apps_python_161,clean_schema_mismatch,-1.65625,-0.0400390625,40,False,False
apps_python_161,clean_no_protocol,-6.5,-0.20703125,40,False,False
codecontests_cpp_161,clean_full,0.0,-3.984375,151657,True,True
codecontests_cpp_161,corrupt_full,-1.8671875,0.0,40,False,False
codecontests_cpp_161,clean_no_schema,-0.14453125,-1.53125,151657,True,True
codecontests_cpp_161,clean_schema_mismatch,-7.21875,-1.203125,40,False,False
codecontests_cpp_161,clean_no_protocol,-8.4375,-1.5234375,40,False,False
codecontests_java_161,clean_full,0.0,-4.25,151657,True,True
codecontests_java_161,corrupt_full,-5.3125,0.0,40,False,False
codecontests_java_161,clean_no_schema,-4.03125,-0.1748046875,40,False,False
codecontests_java_161,clean_schema_mismatch,-2.984375,-0.058837890625,40,False,False
codecontests_java_161,clean_no_protocol,-18.625,-0.498046875,1249,False,False
humaneval_python_161,clean_full,0.0,-1.9375,151657,True,True
