sample_id,head,variant,rank,pos,token,attn
codecontests_cpp_48,L20H5,clean,5,108, XML,0.04724016413092613
codecontests_cpp_48,L20H5,corrupt,1,29,></,0.09636618196964264
codecontests_cpp_48,L20H5,corrupt,2,140,.cpp,0.09371456503868103
codecontests_cpp_48,L20H5,corrupt,3,137, body,0.08692262321710587
codecontests_cpp_48,L20H5,corrupt,4,238,}\n,0.0696658045053482
codecontests_cpp_48,L20H5,corrupt,5,0,<|im_start|>,0.06331491470336914
codecontests_java_48,L2H14,clean,1,18, query,0.061353664845228195
codecontests_java_48,L2H14,clean,2,242,\n\n,0.05684474855661392
codecontests_java_48,L2H14,clean,3,237,assistant,0.05357208847999573
codecontests_java_48,L2H14,clean,4,149, below,0.03260958939790726
codecontests_java_48,L2H14,clean,5,8, call,0.029605992138385773
codecontests_java_48,L2H14,corrupt,1,135, the,0.1390395164489746
codecontests_java_48,L2H14,corrupt,2,18, query,0.05211785063147545
codecontests_java_48,L2H14,corrupt,3,242,\n\n,0.04635709151625633
codecontests_java_48,L2H14,corrupt,4,237,assistant,0.0459488183259964
codecontests_java_48,L2H14,corrupt,5,149, below,0.03293641656637192
codecontests_java_48,L16H8,clean,1,86,}\n,0.0497322715818882
codecontests_java_48,L16H8,clean,2,141, based,0.045123327523469925
codecontests_java_48,L16H8,clean,3,93, call,0.044171590358018875
codecontests_java_48,L16H8,clean,4,238,\n,0.043902140110731125
codecontests_java_48,L16H8,clean,5,150,:\n,0.031077826395630836
codecontests_java_48,L16H8,corrupt,1,238,\n,0.06499079614877701
codecontests_java_48,L16H8,corrupt,2,136, function,0.055517520755529404
codecontests_java_48,L16H8,corrupt,3,137, body,0.054033733904361725
codecontests_java_48,L16H8,corrupt,4,141, based,0.04398017376661301
codecontests_java_48,L16H8,corrupt,5,150,:\n,0.043929364532232285
codecontests_java_48,L17H2,clean,1,0,<|im_start|>,0.1287093460559845
codecontests_java_48,L17H2,clean,2,240,\n\n,0.04568426311016083
codecontests_java_48,L17H2,clean,3,130,\n,0.045155856758356094
codecontests_java_48,L17H2,clean,4,234,<|im_end|>,0.04143279790878296
codecontests_java_48,L17H2,clean,5,88,tools,0.0387120246887207
codecontests_java_48,L17H2,corrupt,1,0,<|im_start|>,0.15434513986110687
codecontests_java_48,L17H2,corrupt,2,234,<|im_end|>,0.06398096680641174
codecontests_java_48,L17H2,corrupt,3,240,\n\n,0.04685690626502037
codecontests_java_48,L17H2,corrupt,4,88,tools,0.039809245616197586
codecontests_java_48,L17H2,corrupt,5,150,:\n,0.032922517508268356
codecontests_java_48,L17H8,clean,1,0,<|im_start|>,0.13663238286972046
codecontests_java_48,L17H8,clean,2,238,\n,0.041039351373910904
codecontests_java_48,L17H8,clean,3,146, and,0.03451446071267128
codecontests_java_48,L17H8,clean,4,240,\n\n,0.023407235741615295
codecontests_java_48,L17H8,clean,5,130,\n,0.022102657705545425
codecontests_java_48,L17H8,corrupt,1,0,<|im_start|>,0.2009134590625763
codecontests_java_48,L17H8,corrupt,2,238,\n,0.06426463276147842
codecontests_java_48,L17H8,corrupt,3,150,:\n,0.03628376126289368
codecontests_java_48,L17H8,corrupt,4,146, and,0.031829413026571274
codecontests_java_48,L17H8,corrupt,5,141, based,0.028998952358961105
codecontests_java_48,L20H5,clean,1,29,></,0.19741517305374146
codecontests_java_48,L20H5,clean,2,241,</think>,0.06777951866388321
codecontests_java_48,L20H5,clean,3,27, <,0.06430554389953613
codecontests_java_48,L20H5,clean,4,97, json,0.050360146909952164
codecontests_java_48,L20H5,clean,5,28,tools,0.04999106749892235
codecontests_java_48,L20H5,corrupt,1,241,</think>,0.13713619112968445
codecontests_java_48,L20H5,corrupt,2,0,<|im_start|>,0.10908006876707077
codecontests_java_48,L20H5,corrupt,3,29,></,0.1016378402709961
codecontests_java_48,L20H5,corrupt,4,137, body,0.06528543680906296
codecontests_java_48,L20H5,corrupt,5,140,.java,0.051357753574848175
apps_python_49,L2H14,clean,1,18, query,0.07247097045183182
apps_python_49,L2H14,clean,2,226,\n\n,0.054965801537036896
apps_python_49,L2H14,clean,3,221,assistant,0.03504238277673721
apps_python_49,L2H14,clean,4,38,"{""",0.03430546447634697
apps_python_49,L2H14,clean,5,137, the,0.03244420886039734
apps_python_49,L2H14,corrupt,1,18, query,0.07613228261470795
apps_python_49,L2H14,corrupt,2,226,\n\n,0.05607831850647926
apps_python_49,L2H14,corrupt,3,221,assistant,0.03690964728593826
apps_python_49,L2H14,corrupt,4,38,"{""",0.03681806102395058
apps_python_49,L2H14,corrupt,5,14, assist,0.029239311814308167
apps_python_49,L16H8,clean,1,222,\n,0.08016104251146317
apps_python_49,L16H8,clean,2,143, based,0.05336837098002434
apps_python_49,L16H8,clean,3,217,\n,0.04028801992535591
apps_python_49,L16H8,clean,4,86,}\n,0.038628946989774704
apps_python_49,L16H8,clean,5,215,   ,0.036153264343738556
apps_python_49,L16H8,corrupt,1,222,\n,0.06033242493867874
apps_python_49,L16H8,corrupt,2,138, function,0.05369271710515022
apps_python_49,L16H8,corrupt,3,215,   ,0.04735731706023216
apps_python_49,L16H8,corrupt,4,217,\n,0.03782087564468384
apps_python_49,L16H8,corrupt,5,164,   ,0.034879159182310104
apps_python_49,L17H2,clean,1,0,<|im_start|>,0.11800596863031387
apps_python_49,L17H2,clean,2,226,\n\n,0.05645214766263962
apps_python_49,L17H2,clean,3,224,\n\n,0.050219155848026276
apps_python_49,L17H2,clean,4,130,\n,0.048787884414196014
apps_python_49,L17H2,clean,5,88,tools,0.035218365490436554
apps_python_49,L17H2,corrupt,1,0,<|im_start|>,0.13234823942184448
apps_python_49,L17H2,corrupt,2,226,\n\n,0.06759467720985413
apps_python_49,L17H2,corrupt,3,224,\n\n,0.05109359696507454
apps_python_49,L17H2,corrupt,4,130,\n,0.04168006777763367
apps_python_49,L17H2,corrupt,5,222,\n,0.03214578330516815
apps_python_49,L17H8,clean,1,0,<|im_start|>,0.13439594209194183
apps_python_49,L17H8,clean,2,85,}},0.03940381109714508
apps_python_49,L17H8,clean,3,222,\n,0.03801317140460014
apps_python_49,L17H8,clean,4,130,\n,0.03275396674871445
apps_python_49,L17H8,clean,5,86,}\n,0.03273900970816612
apps_python_49,L17H8,corrupt,1,0,<|im_start|>,0.20018060505390167
apps_python_49,L17H8,corrupt,2,226,\n\n,0.03659628704190254
apps_python_49,L17H8,corrupt,3,222,\n,0.03604799509048462
apps_python_49,L17H8,corrupt,4,86,}\n,0.029967516660690308
apps_python_49,L17H8,corrupt,5,85,}},0.028717635199427605
apps_python_49,L20H5,clean,1,29,></,0.16981355845928192
apps_python_49,L20H5,clean,2,142,.py,0.1339040845632553
apps_python_49,L20H5,clean,3,225,</think>,0.09939448535442352
apps_python_49,L20H5,clean,4,150,string,0.08273668587207794
apps_python_49,L20H5,clean,5,27, <,0.052013199776411057
apps_python_49,L20H5,corrupt,1,142,.py,0.1672384887933731
apps_python_49,L20H5,corrupt,2,29,></,0.1329657882452011
apps_python_49,L20H5,corrupt,3,139, body,0.11207567155361176
apps_python_49,L20H5,corrupt,4,150,string,0.07834229618310928
apps_python_49,L20H5,corrupt,5,225,</think>,0.0710381418466568
codecontests_cpp_49,L2H14,clean,1,263,assistant,0.05187537148594856
codecontests_cpp_49,L2H14,clean,2,268,\n\n,0.04503994062542915
codecontests_cpp_49,L2H14,clean,3,166, answer,0.04379060119390488
codecontests_cpp_49,L2H14,clean,4,18, query,0.04365862160921097
codecontests_cpp_49,L2H14,clean,5,137, add,0.03145608305931091
codecontests_cpp_49,L2H14,corrupt,1,263,assistant,0.05004612356424332
codecontests_cpp_49,L2H14,corrupt,2,166, answer,0.04608557000756264
codecontests_cpp_49,L2H14,corrupt,3,268,\n\n,0.04508906602859497
codecontests_cpp_49,L2H14,corrupt,4,18, query,0.04356691613793373
codecontests_cpp_49,L2H14,corrupt,5,38,"{""",0.03140346705913544
codecontests_cpp_49,L16H8,clean,1,264,\n,0.06465093791484833
codecontests_cpp_49,L16H8,clean,2,153,:\n,0.04338381439447403
codecontests_cpp_49,L16H8,clean,3,144, based,0.04320128634572029
codecontests_cpp_49,L16H8,clean,4,139, function,0.04052220284938812
codecontests_cpp_49,L16H8,clean,5,140, body,0.03226853534579277
codecontests_cpp_49,L16H8,corrupt,1,140, body,0.06026158109307289
codecontests_cpp_49,L16H8,corrupt,2,264,\n,0.05719272419810295
codecontests_cpp_49,L16H8,corrupt,3,144, based,0.04946494102478027
codecontests_cpp_49,L16H8,corrupt,4,139, function,0.04848285764455795
codecontests_cpp_49,L16H8,corrupt,5,153,:\n,0.04387260600924492
codecontests_cpp_49,L17H2,clean,1,0,<|im_start|>,0.149366095662117
codecontests_cpp_49,L17H2,clean,2,266,\n\n,0.06653571873903275
codecontests_cpp_49,L17H2,clean,3,268,\n\n,0.0626445785164833
codecontests_cpp_49,L17H2,clean,4,88,tools,0.04148411378264427
codecontests_cpp_49,L17H2,clean,5,19,.\n\n,0.03917570412158966
codecontests_cpp_49,L17H2,corrupt,1,0,<|im_start|>,0.1525280922651291
codecontests_cpp_49,L17H2,corrupt,2,266,\n\n,0.07507313042879105
codecontests_cpp_49,L17H2,corrupt,3,268,\n\n,0.06427416205406189
codecontests_cpp_49,L17H2,corrupt,4,260,<|im_end|>,0.04399432986974716
codecontests_cpp_49,L17H2,corrupt,5,19,.\n\n,0.04205581918358803
codecontests_cpp_49,L17H8,clean,1,0,<|im_start|>,0.1462179571390152
codecontests_cpp_49,L17H8,clean,2,264,\n,0.05174904316663742
codecontests_cpp_49,L17H8,clean,3,35,<,0.03790748491883278
codecontests_cpp_49,L17H8,clean,4,153,:\n,0.0338711142539978
codecontests_cpp_49,L17H8,clean,5,149, and,0.025669943541288376
codecontests_cpp_49,L17H8,corrupt,1,0,<|im_start|>,0.22195301949977875
codecontests_cpp_49,L17H8,corrupt,2,153,:\n,0.03882184997200966
codecontests_cpp_49,L17H8,corrupt,3,264,\n,0.03453729674220085
codecontests_cpp_49,L17H8,corrupt,4,35,<,0.032295435667037964
codecontests_cpp_49,L17H8,corrupt,5,268,\n\n,0.021465463563799858
codecontests_cpp_49,L20H5,clean,1,29,></,0.20488090813159943
codecontests_cpp_49,L20H5,clean,2,143,.cpp,0.12291865050792694
codecontests_cpp_49,L20H5,clean,3,267,</think>,0.08728115260601044
codecontests_cpp_49,L20H5,clean,4,27, <,0.06585996598005295
codecontests_cpp_49,L20H5,clean,5,108, XML,0.041618406772613525
codecontests_cpp_49,L20H5,corrupt,1,29,></,0.15378110110759735
codecontests_cpp_49,L20H5,corrupt,2,143,.cpp,0.11704473197460175
codecontests_cpp_49,L20H5,corrupt,3,140, body,0.07872157543897629
codecontests_cpp_49,L20H5,corrupt,4,0,<|im_start|>,0.061022717505693436
codecontests_cpp_49,L20H5,corrupt,5,267,</think>,0.058280061930418015
codecontests_java_49,L2H14,clean,1,18, query,0.05889696627855301
codecontests_java_49,L2H14,clean,2,261,\n\n,0.04884834960103035
codecontests_java_49,L2H14,clean,3,256,assistant,0.047974586486816406
codecontests_java_49,L2H14,clean,4,164, answer,0.045174840837717056
codecontests_java_49,L2H14,clean,5,150, below,0.037307653576135635
codecontests_java_49,L2H14,corrupt,1,136, the,0.08968140929937363
codecontests_java_49,L2H14,corrupt,2,18, query,0.051787473261356354
codecontests_java_49,L2H14,corrupt,3,150, below,0.045347318053245544
codecontests_java_49,L2H14,corrupt,4,261,\n\n,0.04367326945066452
codecontests_java_49,L2H14,corrupt,5,256,assistant,0.04206095635890961
codecontests_java_49,L16H8,clean,1,137, function,0.05062805116176605
codecontests_java_49,L16H8,clean,2,257,\n,0.0450490266084671
codecontests_java_49,L16H8,clean,3,93, call,0.038047321140766144
codecontests_java_49,L16H8,clean,4,86,}\n,0.03727603331208229
codecontests_java_49,L16H8,clean,5,145, function,0.03492867574095726
codecontests_java_49,L16H8,corrupt,1,257,\n,0.050719570368528366
codecontests_java_49,L16H8,corrupt,2,137, function,0.04887497052550316
codecontests_java_49,L16H8,corrupt,3,86,}\n,0.036961860954761505
codecontests_java_49,L16H8,corrupt,4,252,}\n,0.03215779364109039
codecontests_java_49,L16H8,corrupt,5,145, function,0.03166826069355011
codecontests_java_49,L17H2,clean,1,0,<|im_start|>,0.13769014179706573
codecontests_java_49,L17H2,clean,2,259,\n\n,0.04707848280668259
codecontests_java_49,L17H2,clean,3,19,.\n\n,0.044011980295181274
codecontests_java_49,L17H2,clean,4,88,tools,0.04336171597242355
codecontests_java_49,L17H2,clean,5,253,<|im_end|>,0.0419747456908226
codecontests_java_49,L17H2,corrupt,1,0,<|im_start|>,0.18775442242622375
codecontests_java_49,L17H2,corrupt,2,253,<|im_end|>,0.04874999821186066
codecontests_java_49,L17H2,corrupt,3,88,tools,0.04462340846657753
codecontests_java_49,L17H2,corrupt,4,259,\n\n,0.04003768414258957
codecontests_java_49,L17H2,corrupt,5,19,.\n\n,0.03655892610549927
codecontests_java_49,L17H8,clean,1,0,<|im_start|>,0.19907422363758087
codecontests_java_49,L17H8,clean,2,151,:\n,0.03021458350121975
codecontests_java_49,L17H8,clean,3,152,/*\n,0.027977678924798965
codecontests_java_49,L17H8,clean,4,147, and,0.02608485519886017
codecontests_java_49,L17H8,clean,5,261,\n\n,0.025524277240037918
codecontests_java_49,L17H8,corrupt,1,0,<|im_start|>,0.23370955884456635
codecontests_java_49,L17H8,corrupt,2,151,:\n,0.030750157311558723
codecontests_java_49,L17H8,corrupt,3,152,/*\n,0.0304278414696455
codecontests_java_49,L17H8,corrupt,4,257,\n,0.02890145778656006
codecontests_java_49,L17H8,corrupt,5,147, and,0.023104898631572723
codecontests_java_49,L20H5,clean,1,29,></,0.1821390986442566
codecontests_java_49,L20H5,clean,2,252,}\n,0.08790318667888641
codecontests_java_49,L20H5,clean,3,141,.java,0.07692553848028183
codecontests_java_49,L20H5,clean,4,27, <,0.06181423366069794
codecontests_java_49,L20H5,clean,5,0,<|im_start|>,0.04895731806755066
codecontests_java_49,L20H5,corrupt,1,29,></,0.11404846608638763
codecontests_java_49,L20H5,corrupt,2,260,</think>,0.08700678497552872
codecontests_java_49,L20H5,corrupt,3,0,<|im_start|>,0.08401414752006531
codecontests_java_49,L20H5,corrupt,4,141,.java,0.08081858605146408
codecontests_java_49,L20H5,corrupt,5,252,}\n,0.07367323338985443
codecontests_cpp_50,L2H14,clean,1,135, the,0.05837751552462578
codecontests_cpp_50,L2H14,clean,2,18, query,0.0548846572637558
codecontests_cpp_50,L2H14,clean,3,225,\n\n,0.054813411086797714
codecontests_cpp_50,L2H14,clean,4,220,assistant,0.04822984337806702
codecontests_cpp_50,L2H14,clean,5,14, assist,0.028388794511556625
codecontests_cpp_50,L2H14,corrupt,1,135, the,0.09965487569570541
codecontests_cpp_50,L2H14,corrupt,2,18, query,0.05121303349733353
codecontests_cpp_50,L2H14,corrupt,3,225,\n\n,0.04946356266736984
codecontests_cpp_50,L2H14,corrupt,4,220,assistant,0.0456666424870491
codecontests_cpp_50,L2H14,corrupt,5,149, below,0.026918688789010048
codecontests_cpp_50,L16H8,clean,1,221,\n,0.06387563794851303
codecontests_cpp_50,L16H8,clean,2,141, based,0.056960057467222214
codecontests_cpp_50,L16H8,clean,3,93, call,0.03730231150984764
codecontests_cpp_50,L16H8,clean,4,136, function,0.033854901790618896
codecontests_cpp_50,L16H8,clean,5,150,:\n,0.03352807089686394
codecontests_cpp_50,L16H8,corrupt,1,221,\n,0.07042693346738815
codecontests_cpp_50,L16H8,corrupt,2,136, function,0.0565815344452858
codecontests_cpp_50,L16H8,corrupt,3,150,:\n,0.0469052791595459
codecontests_cpp_50,L16H8,corrupt,4,137, body,0.0457787960767746
codecontests_cpp_50,L16H8,corrupt,5,141, based,0.045439139008522034
codecontests_cpp_50,L17H2,clean,1,0,<|im_start|>,0.18791373074054718
codecontests_cpp_50,L17H2,clean,2,225,\n\n,0.07170382142066956
codecontests_cpp_50,L17H2,clean,3,223,\n\n,0.06807790696620941
codecontests_cpp_50,L17H2,clean,4,130,\n,0.033932916820049286
codecontests_cpp_50,L17H2,clean,5,19,.\n\n,0.0273758452385664
codecontests_cpp_50,L17H2,corrupt,1,0,<|im_start|>,0.17115595936775208
codecontests_cpp_50,L17H2,corrupt,2,223,\n\n,0.06973658502101898
codecontests_cpp_50,L17H2,corrupt,3,225,\n\n,0.0684974193572998
codecontests_cpp_50,L17H2,corrupt,4,88,tools,0.03336454927921295
codecontests_cpp_50,L17H2,corrupt,5,19,.\n\n,0.030219869688153267
codecontests_cpp_50,L17H8,clean,1,0,<|im_start|>,0.21856985986232758
codecontests_cpp_50,L17H8,clean,2,146, and,0.032605238258838654
codecontests_cpp_50,L17H8,clean,3,225,\n\n,0.03157803788781166
codecontests_cpp_50,L17H8,clean,4,223,\n\n,0.02899126708507538
codecontests_cpp_50,L17H8,clean,5,221,\n,0.022036995738744736
codecontests_cpp_50,L17H8,corrupt,1,0,<|im_start|>,0.24607372283935547
codecontests_cpp_50,L17H8,corrupt,2,146, and,0.041034117341041565
codecontests_cpp_50,L17H8,corrupt,3,221,\n,0.03993281349539757
codecontests_cpp_50,L17H8,corrupt,4,225,\n\n,0.030873671174049377
codecontests_cpp_50,L17H8,corrupt,5,223,\n\n,0.02105594053864479
codecontests_cpp_50,L20H5,clean,1,29,></,0.18189506232738495
codecontests_cpp_50,L20H5,clean,2,140,.cpp,0.10429945588111877
codecontests_cpp_50,L20H5,clean,3,27, <,0.07600128650665283
codecontests_cpp_50,L20H5,clean,4,224,</think>,0.0551534928381443
codecontests_cpp_50,L20H5,clean,5,109, tags,0.05494099110364914
codecontests_cpp_50,L20H5,corrupt,1,137, body,0.15501627326011658
codecontests_cpp_50,L20H5,corrupt,2,29,></,0.12693792581558228
codecontests_cpp_50,L20H5,corrupt,3,140,.cpp,0.11225739866495132
codecontests_cpp_50,L20H5,corrupt,4,27, <,0.049300096929073334
codecontests_cpp_50,L20H5,corrupt,5,216,}\n,0.04731152579188347
codecontests_java_50,L2H14,clean,1,135, the,0.07463262230157852
codecontests_java_50,L2H14,clean,2,220,\n\n,0.05189980939030647
codecontests_java_50,L2H14,clean,3,18, query,0.04800373315811157
codecontests_java_50,L2H14,clean,4,215,assistant,0.04503641277551651
codecontests_java_50,L2H14,clean,5,149, below,0.03331713005900383
codecontests_java_50,L2H14,corrupt,1,135, the,0.17357081174850464
codecontests_java_50,L2H14,corrupt,2,220,\n\n,0.044488102197647095
codecontests_java_50,L2H14,corrupt,3,18, query,0.04173586890101433
codecontests_java_50,L2H14,corrupt,4,215,assistant,0.04145305976271629
codecontests_java_50,L2H14,corrupt,5,149, below,0.03151242062449455
codecontests_java_50,L16H8,clean,1,216,\n,0.0822015106678009
codecontests_java_50,L16H8,clean,2,93, call,0.04309234395623207
codecontests_java_50,L16H8,clean,3,86,}\n,0.0408230684697628
codecontests_java_50,L16H8,clean,4,0,<|im_start|>,0.03531510382890701
codecontests_java_50,L16H8,clean,5,220,\n\n,0.031116999685764313
codecontests_java_50,L16H8,corrupt,1,136, function,0.047122012823820114
codecontests_java_50,L16H8,corrupt,2,216,\n,0.038505226373672485
codecontests_java_50,L16H8,corrupt,3,93, call,0.038121797144412994
codecontests_java_50,L16H8,corrupt,4,86,}\n,0.036005254834890366
codecontests_java_50,L16H8,corrupt,5,150,:\n,0.029634008184075356
codecontests_java_50,L17H2,clean,1,0,<|im_start|>,0.16337540745735168
codecontests_java_50,L17H2,clean,2,220,\n\n,0.05700504407286644
codecontests_java_50,L17H2,clean,3,218,\n\n,0.05559983104467392
codecontests_java_50,L17H2,clean,4,130,\n,0.04212876036763191
codecontests_java_50,L17H2,clean,5,212,<|im_end|>,0.03529095649719238
codecontests_java_50,L17H2,corrupt,1,0,<|im_start|>,0.1395723819732666
codecontests_java_50,L17H2,corrupt,2,212,<|im_end|>,0.060606177896261215
codecontests_java_50,L17H2,corrupt,3,218,\n\n,0.045370716601610184
codecontests_java_50,L17H2,corrupt,4,88,tools,0.04220031574368477
codecontests_java_50,L17H2,corrupt,5,19,.\n\n,0.03903777152299881
codecontests_java_50,L17H8,clean,1,0,<|im_start|>,0.18386289477348328
codecontests_java_50,L17H8,clean,2,218,\n\n,0.03166833892464638
codecontests_java_50,L17H8,clean,3,130,\n,0.029421202838420868
codecontests_java_50,L17H8,clean,4,220,\n\n,0.027883607894182205
codecontests_java_50,L17H8,clean,5,216,\n,0.027714282274246216
codecontests_java_50,L17H8,corrupt,1,0,<|im_start|>,0.21890121698379517
codecontests_java_50,L17H8,corrupt,2,150,:\n,0.030192164704203606
codecontests_java_50,L17H8,corrupt,3,216,\n,0.02731700986623764
codecontests_java_50,L17H8,corrupt,4,151,/*\n,0.02594870701432228
codecontests_java_50,L17H8,corrupt,5,146, and,0.02551957592368126
codecontests_java_50,L20H5,clean,1,29,></,0.24537019431591034
codecontests_java_50,L20H5,clean,2,27, <,0.0759010910987854
codecontests_java_50,L20H5,clean,3,109, tags,0.07530847936868668
codecontests_java_50,L20H5,clean,4,97, json,0.05767228454351425
codecontests_java_50,L20H5,clean,5,219,</think>,0.05501537770032883
codecontests_java_50,L20H5,corrupt,1,219,</think>,0.16687992215156555
codecontests_java_50,L20H5,corrupt,2,29,></,0.13687311112880707
codecontests_java_50,L20H5,corrupt,3,0,<|im_start|>,0.06367892771959305
codecontests_java_50,L20H5,corrupt,4,211,}\n,0.045926306396722794
codecontests_java_50,L20H5,corrupt,5,140,.java,0.04513945057988167
apps_python_51,L2H14,clean,1,18, query,0.07487369328737259
apps_python_51,L2H14,clean,2,225,\n\n,0.051522694528102875
apps_python_51,L2H14,clean,3,220,assistant,0.03778740018606186
apps_python_51,L2H14,clean,4,38,"{""",0.03458977863192558
apps_python_51,L2H14,clean,5,8, call,0.029182663187384605
apps_python_51,L2H14,corrupt,1,18, query,0.07588965445756912
apps_python_51,L2H14,corrupt,2,225,\n\n,0.05128205195069313
apps_python_51,L2H14,corrupt,3,220,assistant,0.03604019433259964
apps_python_51,L2H14,corrupt,4,38,"{""",0.035934723913669586
apps_python_51,L2H14,corrupt,5,8, call,0.029971662908792496
apps_python_51,L16H8,clean,1,221,\n,0.06576867401599884
apps_python_51,L16H8,clean,2,143, based,0.06348492950201035
apps_python_51,L16H8,clean,3,138, function,0.05796033889055252
apps_python_51,L16H8,clean,4,216,\n,0.05642234906554222
apps_python_51,L16H8,clean,5,218,\n,0.04349664971232414
apps_python_51,L16H8,corrupt,1,138, function,0.07046933472156525
apps_python_51,L16H8,corrupt,2,216,\n,0.06223228573799133
apps_python_51,L16H8,corrupt,3,218,\n,0.05162288621068001
apps_python_51,L16H8,corrupt,4,221,\n,0.050402428954839706
apps_python_51,L16H8,corrupt,5,143, based,0.03564797714352608
apps_python_51,L17H2,clean,1,0,<|im_start|>,0.11807265877723694
apps_python_51,L17H2,clean,2,225,\n\n,0.05951334908604622
apps_python_51,L17H2,clean,3,223,\n\n,0.059395018965005875
apps_python_51,L17H2,clean,4,130,\n,0.04578163102269173
apps_python_51,L17H2,clean,5,221,\n,0.03786088898777962
apps_python_51,L17H2,corrupt,1,0,<|im_start|>,0.15993531048297882
apps_python_51,L17H2,corrupt,2,225,\n\n,0.06230564042925835
apps_python_51,L17H2,corrupt,3,223,\n\n,0.05282583460211754
apps_python_51,L17H2,corrupt,4,19,.\n\n,0.03954122215509415
apps_python_51,L17H2,corrupt,5,88,tools,0.03502430021762848
apps_python_51,L17H8,clean,1,0,<|im_start|>,0.17166562378406525
apps_python_51,L17H8,clean,2,221,\n,0.05389899015426636
apps_python_51,L17H8,clean,3,225,\n\n,0.03148052468895912
apps_python_51,L17H8,clean,4,223,\n\n,0.022762687876820564
apps_python_51,L17H8,clean,5,130,\n,0.021169397979974747
apps_python_51,L17H8,corrupt,1,0,<|im_start|>,0.26405248045921326
apps_python_51,L17H8,corrupt,2,221,\n,0.037661921232938766
apps_python_51,L17H8,corrupt,3,225,\n\n,0.027227139100432396
apps_python_51,L17H8,corrupt,4,85,}},0.020894795656204224
apps_python_51,L17H8,corrupt,5,47,write,0.020621370524168015
apps_python_51,L20H5,clean,1,142,.py,0.16733844578266144
apps_python_51,L20H5,clean,2,29,></,0.16575489938259125
apps_python_51,L20H5,clean,3,150,string,0.10391855984926224
apps_python_51,L20H5,clean,4,224,</think>,0.07649485021829605
apps_python_51,L20H5,clean,5,27, <,0.0669461339712143
apps_python_51,L20H5,corrupt,1,142,.py,0.16785018146038055
apps_python_51,L20H5,corrupt,2,29,></,0.13254041969776154
apps_python_51,L20H5,corrupt,3,139, body,0.09333693236112595
apps_python_51,L20H5,corrupt,4,150,string,0.05755588784813881
apps_python_51,L20H5,corrupt,5,224,</think>,0.05712024122476578
codecontests_java_51,L2H14,clean,1,239,\n\n,0.06086023151874542
codecontests_java_51,L2H14,clean,2,18, query,0.05313733220100403
codecontests_java_51,L2H14,clean,3,234,assistant,0.04723602160811424
codecontests_java_51,L2H14,clean,4,149, below,0.037380363792181015
codecontests_java_51,L2H14,clean,5,14, assist,0.025955593213438988
codecontests_java_51,L2H14,corrupt,1,135, the,0.07360098510980606
codecontests_java_51,L2H14,corrupt,2,239,\n\n,0.05478236824274063
codecontests_java_51,L2H14,corrupt,3,18, query,0.04887527599930763
codecontests_java_51,L2H14,corrupt,4,234,assistant,0.043422963470220566
codecontests_java_51,L2H14,corrupt,5,149, below,0.0411846749484539
codecontests_java_51,L16H8,clean,1,93, call,0.04528946056962013
codecontests_java_51,L16H8,clean,2,141, based,0.043559685349464417
codecontests_java_51,L16H8,clean,3,86,}\n,0.04138587787747383
codecontests_java_51,L16H8,clean,4,235,\n,0.03787769377231598
codecontests_java_51,L16H8,clean,5,150,:\n,0.03438301384449005
codecontests_java_51,L16H8,corrupt,1,141, based,0.041311778128147125
codecontests_java_51,L16H8,corrupt,2,220, {\n,0.04091167449951172
codecontests_java_51,L16H8,corrupt,3,144, function,0.04018056020140648
codecontests_java_51,L16H8,corrupt,4,235,\n,0.03674226626753807
codecontests_java_51,L16H8,corrupt,5,137, body,0.036506712436676025
codecontests_java_51,L17H2,clean,1,0,<|im_start|>,0.14326319098472595
codecontests_java_51,L17H2,clean,2,130,\n,0.043263617902994156
codecontests_java_51,L17H2,clean,3,88,tools,0.04185933619737625
codecontests_java_51,L17H2,clean,4,237,\n\n,0.03631904721260071
codecontests_java_51,L17H2,clean,5,19,.\n\n,0.035488612949848175
codecontests_java_51,L17H2,corrupt,1,0,<|im_start|>,0.15588732063770294
codecontests_java_51,L17H2,corrupt,2,231,<|im_end|>,0.046867188066244125
codecontests_java_51,L17H2,corrupt,3,88,tools,0.043236568570137024
codecontests_java_51,L17H2,corrupt,4,237,\n\n,0.04014172405004501
codecontests_java_51,L17H2,corrupt,5,220, {\n,0.037582747638225555
codecontests_java_51,L17H8,clean,1,0,<|im_start|>,0.1721220761537552
codecontests_java_51,L17H8,clean,2,146, and,0.039821553975343704
codecontests_java_51,L17H8,clean,3,239,\n\n,0.03240601345896721
codecontests_java_51,L17H8,clean,4,237,\n\n,0.02748076245188713
codecontests_java_51,L17H8,clean,5,130,\n,0.02523898333311081
codecontests_java_51,L17H8,corrupt,1,0,<|im_start|>,0.2239861637353897
codecontests_java_51,L17H8,corrupt,2,146, and,0.04759739711880684
codecontests_java_51,L17H8,corrupt,3,235,\n,0.037955913692712784
codecontests_java_51,L17H8,corrupt,4,151,/*\n,0.029186973348259926
codecontests_java_51,L17H8,corrupt,5,150,:\n,0.029068773612380028
codecontests_java_51,L20H5,clean,1,29,></,0.23362186551094055
codecontests_java_51,L20H5,clean,2,97, json,0.07565692812204361
codecontests_java_51,L20H5,clean,3,109, tags,0.06801033765077591
codecontests_java_51,L20H5,clean,4,27, <,0.057481057941913605
codecontests_java_51,L20H5,clean,5,108, XML,0.04920067638158798
