head,variant,rank,token,count,attn_median
L20H5,corrupt,3, <,44,0.06740868091583252
L20H5,corrupt,3, body,522,0.08870600908994675
L20H5,corrupt,3, json,4,0.07188274711370468
L20H5,corrupt,3,.cpp,213,0.09630472213029861
L20H5,corrupt,3,.java,95,0.08456653356552124
L20H5,corrupt,3,.py,87,0.10204191505908966
L20H5,corrupt,3,</think>,315,0.08996081352233887
L20H5,corrupt,3,<|im_start|>,188,0.07810615375638008
L20H5,corrupt,3,></,185,0.10682858526706696
L20H5,corrupt,3,string,31,0.07547067850828171
L20H5,corrupt,3,}\n,38,0.0769096314907074
L20H5,corrupt,4, <,126,0.05940989404916763
L20H5,corrupt,4, body,283,0.07173164188861847
L20H5,corrupt,4, json,43,0.054618872702121735
L20H5,corrupt,4, pass,6,0.05778589844703674
L20H5,corrupt,4,.cpp,11,0.06807031482458115
L20H5,corrupt,4,.java,223,0.06711911410093307
L20H5,corrupt,4,.py,2,0.07491433992981911
L20H5,corrupt,4,</think>,404,0.06697249785065651
L20H5,corrupt,4,<|im_start|>,275,0.06321270763874054
L20H5,corrupt,4,></,11,0.0990857258439064
L20H5,corrupt,4,\n,1,0.05576367303729057
L20H5,corrupt,4,\n\n,1,0.054589755833148956
L20H5,corrupt,4,string,160,0.06518631801009178
L20H5,corrupt,4,tools,1,0.06268656998872757
L20H5,corrupt,4,}\n,175,0.05795567110180855
L20H5,corrupt,5, <,188,0.05117952823638916
L20H5,corrupt,5, body,188,0.05736345425248146
L20H5,corrupt,5, json,73,0.04732902720570564
L20H5,corrupt,5, pass,10,0.05322220362722874
L20H5,corrupt,5, tags,5,0.04357093200087547
L20H5,corrupt,5,.cpp,1,0.060426026582717896
L20H5,corrupt,5,.java,151,0.057200632989406586
L20H5,corrupt,5,</think>,213,0.052417729049921036
L20H5,corrupt,5,<|im_end|>,2,0.036754028871655464
L20H5,corrupt,5,<|im_start|>,431,0.05429674685001373
L20H5,corrupt,5,></,1,0.07865186035633087
L20H5,corrupt,5,\n,4,0.050981054082512856
L20H5,corrupt,5,\n\n,3,0.041969772428274155
L20H5,corrupt,5,str,1,0.06098230928182602
L20H5,corrupt,5,string,266,0.055967140942811966
L20H5,corrupt,5,}\n,185,0.05046022683382034
L2H14,clean,1, below,24,0.05951572209596634
L2H14,clean,1, how,10,0.07753052562475204
L2H14,clean,1, query,990,0.06578940898180008
L2H14,clean,1, the,383,0.07098474353551865
L2H14,clean,1,What,1,0.10107503831386566
L2H14,clean,1,\n\n,286,0.058328693732619286
L2H14,clean,1,assistant,28,0.055101992562413216
L2H14,clean,2," """"""\n",1,0.04575488716363907
L2H14,clean,2, add,3,0.049803487956523895
L2H14,clean,2, below,69,0.052406348288059235
L2H14,clean,2, how,4,0.06069512665271759
L2H14,clean,2, query,440,0.054311543703079224
L2H14,clean,2, the,160,0.0550222247838974
L2H14,clean,2,Write,4,0.050079671666026115
L2H14,clean,2,\n\n,919,0.05209895595908165
L2H14,clean,2,assistant,122,0.052051061764359474
L2H14,clean,3, add,2,0.0438943337649107
L2H14,clean,3, answer,1,0.04379060119390488
L2H14,clean,3, below,80,0.04638448730111122
L2H14,clean,3, call,3,0.040694545954465866
L2H14,clean,3, choices,1,0.04548276215791702
L2H14,clean,3, how,4,0.046331506222486496
L2H14,clean,3, implement,1,0.043140675872564316
L2H14,clean,3, query,215,0.04876428470015526
L2H14,clean,3, the,38,0.048033831641077995
L2H14,clean,3,Write,1,0.04688142612576485
L2H14,clean,3,\n\n,418,0.04833829030394554
L2H14,clean,3,assistant,940,0.04732831194996834
L2H14,clean,3,"{""",18,0.04058161377906799
L2H14,clean,4, add,26,0.03035786934196949
L2H14,clean,4, answer,1,0.045174840837717056
L2H14,clean,4, assist,5,0.029178064316511154
L2H14,clean,4, below,491,0.03732237592339516
L2H14,clean,4, call,78,0.03717410750687122
L2H14,clean,4, function,11,0.0317794568836689
L2H14,clean,4, how,2,0.0439640749245882
L2H14,clean,4, minimize,1,0.0328027568757534
L2H14,clean,4, query,70,0.04506647773087025
L2H14,clean,4, rank,1,0.04425019398331642
L2H14,clean,4, the,180,0.035474713891744614
L2H14,clean,4, user,1,0.03160063177347183
L2H14,clean,4, which,1,0.03835481032729149
L2H14,clean,4,Replace,1,0.03244120627641678
L2H14,clean,4,Write,12,0.04059046879410744
L2H14,clean,4,\n\n,89,0.04506071284413338
L2H14,clean,4,assistant,474,0.042925167828798294
L2H14,clean,4,"{""",278,0.03401368111371994
L2H14,clean,5," """"""\n",3,0.031931616365909576
L2H14,clean,5, add,35,0.029479341581463814
L2H14,clean,5, assist,95,0.027269739657640457
L2H14,clean,5, below,465,0.03390119969844818
L2H14,clean,5, call,123,0.030451077967882156
L2H14,clean,5, compute,1,0.026183446869254112
L2H14,clean,5, determine,3,0.025153404101729393
L2H14,clean,5, each,1,0.031226500868797302
L2H14,clean,5, find,1,0.028910204768180847
L2H14,clean,5, function,65,0.0317198783159256
L2H14,clean,5, how,3,0.02793027088046074
L2H14,clean,5, implement,13,0.02921503782272339
L2H14,clean,5, minimize,1,0.03995359688997269
L2H14,clean,5, multiline,1,0.025562278926372528
L2H14,clean,5, query,7,0.04173336923122406
L2H14,clean,5, the,221,0.031120698899030685
L2H14,clean,5, to,6,0.024757852777838707
L2H14,clean,5, user,18,0.026167400181293488
L2H14,clean,5,.cpp,5,0.025481220334768295
L2H14,clean,5,Write,60,0.031169427558779716
L2H14,clean,5,\n\n,19,0.037461500614881516
L2H14,clean,5,assistant,129,0.039340004324913025
L2H14,clean,5,"{""",447,0.03028855472803116
L2H14,corrupt,1, below,9,0.05985455960035324
L2H14,corrupt,1, how,4,0.10023924708366394
L2H14,corrupt,1, implement,1,0.05332585424184799
L2H14,corrupt,1, query,565,0.06850895285606384
L2H14,corrupt,1, the,1016,0.10808926075696945
L2H14,corrupt,1,What,1,0.09019028395414352
L2H14,corrupt,1,\n\n,108,0.0562603734433651
L2H14,corrupt,1,assistant,18,0.05567743815481663
L2H14,corrupt,2, answer,1,0.04608557000756264
L2H14,corrupt,2, below,63,0.05107155442237854
L2H14,corrupt,2, how,8,0.06478052586317062
L2H14,corrupt,2, implement,2,0.05095003731548786
L2H14,corrupt,2, query,768,0.05430636368691921
L2H14,corrupt,2, the,38,0.049822743982076645
L2H14,corrupt,2,Compose,4,0.05165327526628971
L2H14,corrupt,2,Craft,6,0.05064570717513561
L2H14,corrupt,2,Implement,1,0.054716628044843674
L2H14,corrupt,2,\n\n,752,0.05019675754010677
L2H14,corrupt,2,assistant,77,0.05107780918478966
L2H14,corrupt,2,ise,2,0.05095122009515762
L2H14,corrupt,3, below,69,0.04632268846035004
L2H14,corrupt,3, call,3,0.040018998086452484
L2H14,corrupt,3, choices,1,0.04625115171074867
L2H14,corrupt,3, how,2,0.045601826161146164
L2H14,corrupt,3, implement,3,0.04742111265659332
L2H14,corrupt,3, query,262,0.04771746136248112
L2H14,corrupt,3, rank,1,0.04666633531451225
L2H14,corrupt,3, the,57,0.04396914318203926
L2H14,corrupt,3,Craft,3,0.04383007436990738
L2H14,corrupt,3,Implement,3,0.049795567989349365
L2H14,corrupt,3,\n\n,691,0.04682285338640213
L2H14,corrupt,3,assistant,604,0.04510035552084446
L2H14,corrupt,3,ise,1,0.04443355277180672
L2H14,corrupt,3,"{""",22,0.040353406220674515
L2H14,corrupt,4," """"""\n",3,0.04038422182202339
L2H14,corrupt,4, assist,6,0.026528185233473778
L2H14,corrupt,4, below,230,0.037837157025933266
L2H14,corrupt,4, call,54,0.03731723129749298
L2H14,corrupt,4, each,1,0.033158402889966965
L2H14,corrupt,4, function,11,0.032285887748003006
L2H14,corrupt,4, how,5,0.04118504002690315
L2H14,corrupt,4, implement,7,0.04062379524111748
L2H14,corrupt,4, query,110,0.04363149404525757
L2H14,corrupt,4, the,180,0.037779463455080986
L2H14,corrupt,4, user,1,0.03193819522857666
L2H14,corrupt,4,Compose,3,0.03712870553135872
L2H14,corrupt,4,Craft,5,0.037677567452192307
L2H14,corrupt,4,Implement,3,0.04394027218222618
L2H14,corrupt,4,\n\n,139,0.04386814311146736
L2H14,corrupt,4,assistant,779,0.041557636111974716
L2H14,corrupt,4,ise,10,0.03789689019322395
L2H14,corrupt,4,"{""",175,0.03433283790946007
L2H14,corrupt,5," """"""\n",6,0.0308400085195899
L2H14,corrupt,5, assist,44,0.02748336922377348
L2H14,corrupt,5, below,646,0.03386426344513893
L2H14,corrupt,5, call,108,0.030456654727458954
L2H14,corrupt,5, compute,2,0.027842124924063683
L2H14,corrupt,5, determine,1,0.02477825991809368
L2H14,corrupt,5, function,40,0.032473742961883545
L2H14,corrupt,5, how,3,0.02931385114789009
L2H14,corrupt,5, implement,57,0.0373922698199749
L2H14,corrupt,5, minimize,1,0.04137585312128067
L2H14,corrupt,5, query,16,0.04058411531150341
L2H14,corrupt,5, the,74,0.035037215799093246
L2H14,corrupt,5, to,1,0.027920307591557503
L2H14,corrupt,5, user,7,0.02916475385427475
L2H14,corrupt,5, which,1,0.03768014907836914
L2H14,corrupt,5,.cpp,4,0.026455028913915157
L2H14,corrupt,5,Author,11,0.028346816077828407
L2H14,corrupt,5,Compose,7,0.02711225114762783
L2H14,corrupt,5,Craft,47,0.032673854380846024
L2H14,corrupt,5,Design,1,0.0304630845785141
L2H14,corrupt,5,Develop,3,0.03411528840661049
L2H14,corrupt,5,Implement,54,0.03389030694961548
L2H14,corrupt,5,\n\n,31,0.03836149349808693
L2H14,corrupt,5,assistant,203,0.038363147526979446
L2H14,corrupt,5,ise,57,0.037046290934085846
L2H14,corrupt,5,"{""",297,0.031653404235839844
